,player,timestamp,play,pos,prflop,flop,turn,river,bankroll,action,winnings,c1,c2
0,Regstar,986103153.0,10.0,6.0,f,-,-,-,2627.0,0.0,0.0,XX,XX
7,RiverBoy,986103153.0,10.0,10.0,f,-,-,-,2432.0,0.0,0.0,XX,XX
11,amajama,986103153.0,10.0,5.0,c,KQ,-,-,945.0,10.0,0.0,XX,XX
23,flubnurd2,986103153.0,10.0,7.0,f,-,-,-,10997.0,0.0,0.0,XX,XX
14,pokibot,986103153.0,10.0,4.0,c,k,b,-,16079.0,30.0,55.0,XX,XX
24,AJ-sOOted,986103254.0,10.0,10.0,c,c,f,-,1628.0,20.0,0.0,XX,XX
3,CrazyJim,986103254.0,10.0,1.0,Bf,-,-,-,1905.0,5.0,0.0,XX,XX
24,JohnSpot,986103254.0,10.0,7.0,f,-,-,-,1180.0,0.0,0.0,XX,XX
2,POTUS,986103254.0,10.0,2.0,Bk,kf,-,-,957.0,10.0,0.0,XX,XX
24,RIG,986103254.0,10.0,8.0,c,c,c,f,1150.0,40.0,0.0,XX,XX
1,Regstar,986103254.0,10.0,5.0,f,-,-,-,2627.0,0.0,0.0,XX,XX
8,RiverBoy,986103254.0,10.0,9.0,c,f,-,-,2432.0,10.0,0.0,XX,XX
0,capgras,986103254.0,10.0,4.0,f,-,-,-,1337.0,0.0,0.0,XX,XX
24,flubnurd2,986103254.0,10.0,6.0,c,c,f,-,10997.0,20.0,0.0,XX,XX
15,pokibot,986103254.0,10.0,3.0,c,b,b,b,16104.0,60.0,165.0,XX,XX
25,AJ-sOOted,986103291.0,10.0,9.0,c,rc,rc,c,1608.0,150.0,0.0,Tc,4c
4,CrazyJim,986103291.0,10.0,10.0,f,-,-,-,1900.0,0.0,0.0,XX,XX
25,JohnSpot,986103291.0,10.0,6.0,c,f,-,-,1180.0,10.0,0.0,XX,XX
3,POTUS,986103291.0,10.0,1.0,Bc,kf,-,-,947.0,10.0,0.0,XX,XX
25,RIG,986103291.0,10.0,7.0,f,-,-,-,1110.0,0.0,0.0,XX,XX
2,Regstar,986103291.0,10.0,4.0,c,br,rr,c,2627.0,150.0,520.0,3d,3h
9,RiverBoy,986103291.0,10.0,8.0,f,-,-,-,2422.0,0.0,0.0,XX,XX
1,capgras,986103291.0,10.0,3.0,f,-,-,-,1337.0,0.0,0.0,XX,XX
25,flubnurd2,986103291.0,10.0,5.0,c,rc,f,-,10977.0,50.0,0.0,XX,XX
16,pokibot,986103291.0,10.0,2.0,Bk,kcc,bcc,b,16209.0,150.0,0.0,8c,Ac
26,AJ-sOOted,986103375.0,10.0,8.0,f,-,-,-,1458.0,0.0,0.0,XX,XX
5,CrazyJim,986103375.0,10.0,9.0,f,-,-,-,1900.0,0.0,0.0,XX,XX
26,JohnSpot,986103375.0,10.0,5.0,f,-,-,-,1170.0,0.0,0.0,XX,XX
4,POTUS,986103375.0,10.0,10.0,f,-,-,-,937.0,0.0,0.0,XX,XX
26,RIG,986103375.0,10.0,6.0,f,-,-,-,1110.0,0.0,0.0,XX,XX
3,Regstar,986103375.0,10.0,3.0,r,-,-,-,2997.0,20.0,35.0,XX,XX
10,RiverBoy,986103375.0,10.0,7.0,f,-,-,-,2422.0,0.0,0.0,XX,XX
2,capgras,986103375.0,10.0,2.0,Bf,-,-,-,1337.0,10.0,0.0,XX,XX
26,flubnurd2,986103375.0,10.0,4.0,f,-,-,-,10927.0,0.0,0.0,XX,XX
17,pokibot,986103375.0,10.0,1.0,Bf,-,-,-,16059.0,5.0,0.0,XX,XX
27,AJ-sOOted,986103401.0,10.0,7.0,f,-,-,-,1458.0,0.0,0.0,XX,XX
6,CrazyJim,986103401.0,10.0,8.0,f,-,-,-,1900.0,0.0,0.0,XX,XX
27,JohnSpot,986103401.0,10.0,4.0,f,-,-,-,1170.0,0.0,0.0,XX,XX
5,POTUS,986103401.0,10.0,9.0,f,-,-,-,937.0,0.0,0.0,XX,XX
27,RIG,986103401.0,10.0,5.0,f,-,-,-,1110.0,0.0,0.0,XX,XX
4,Regstar,986103401.0,10.0,2.0,Bk,cf,-,-,3012.0,20.0,0.0,XX,XX
11,RiverBoy,986103401.0,10.0,6.0,f,-,-,-,2422.0,0.0,0.0,XX,XX
3,capgras,986103401.0,10.0,1.0,Bc,bc,kf,-,1327.0,30.0,0.0,XX,XX
27,flubnurd2,986103401.0,10.0,3.0,f,-,-,-,10927.0,0.0,0.0,XX,XX
18,pokibot,986103401.0,10.0,10.0,c,r,b,-,16054.0,50.0,100.0,XX,XX
28,AJ-sOOted,986103460.0,10.0,6.0,r,r,c,b,1458.0,90.0,240.0,6h,Ad
7,CrazyJim,986103460.0,10.0,7.0,f,-,-,-,1900.0,0.0,0.0,XX,XX
28,JohnSpot,986103460.0,10.0,3.0,f,-,-,-,1170.0,0.0,0.0,XX,XX
6,POTUS,986103460.0,10.0,8.0,f,-,-,-,937.0,0.0,0.0,XX,XX
28,RIG,986103460.0,10.0,4.0,f,-,-,-,1110.0,0.0,0.0,XX,XX
5,Regstar,986103460.0,10.0,1.0,Bc,kc,kf,-,2992.0,50.0,0.0,XX,XX
12,RiverBoy,986103460.0,10.0,5.0,rc,bc,b,kc,2422.0,90.0,0.0,Js,Jh
4,capgras,986103460.0,10.0,10.0,f,-,-,-,1297.0,0.0,0.0,XX,XX
28,flubnurd2,986103460.0,10.0,2.0,Bf,-,-,-,10927.0,10.0,0.0,XX,XX
19,pokibot,986103460.0,10.0,9.0,f,-,-,-,16104.0,0.0,0.0,XX,XX
29,AJ-sOOted,986103500.0,10.0,5.0,f,-,-,-,1608.0,0.0,0.0,XX,XX
8,CrazyJim,986103500.0,10.0,6.0,f,-,-,-,1900.0,0.0,0.0,XX,XX
29,JohnSpot,986103500.0,10.0,2.0,Bf,-,-,-,1170.0,10.0,0.0,XX,XX
7,POTUS,986103500.0,10.0,7.0,f,-,-,-,937.0,0.0,0.0,XX,XX
29,RIG,986103500.0,10.0,3.0,r,b,-,-,1110.0,30.0,65.0,XX,XX
6,Regstar,986103500.0,10.0,10.0,f,-,-,-,2942.0,0.0,0.0,XX,XX
13,RiverBoy,986103500.0,10.0,4.0,f,-,-,-,2332.0,0.0,0.0,XX,XX
5,capgras,986103500.0,10.0,9.0,c,f,-,-,1297.0,20.0,0.0,XX,XX
29,flubnurd2,986103500.0,10.0,1.0,Bf,-,-,-,10917.0,5.0,0.0,XX,XX
20,pokibot,986103500.0,10.0,8.0,f,-,-,-,16104.0,0.0,0.0,XX,XX
30,AJ-sOOted,986103537.0,10.0,4.0,r,kc,kr,k,1608.0,70.0,0.0,Kd,9s
9,CrazyJim,986103537.0,10.0,5.0,f,-,-,-,1900.0,0.0,0.0,XX,XX
30,JohnSpot,986103537.0,10.0,1.0,Bf,-,-,-,1160.0,5.0,0.0,XX,XX
8,POTUS,986103537.0,10.0,6.0,c,kc,kf,-,937.0,30.0,0.0,XX,XX
30,RIG,986103537.0,10.0,2.0,Bf,-,-,-,1145.0,10.0,0.0,XX,XX
7,Regstar,986103537.0,10.0,9.0,f,-,-,-,2942.0,0.0,0.0,XX,XX
14,RiverBoy,986103537.0,10.0,3.0,f,-,-,-,2332.0,0.0,0.0,XX,XX
6,capgras,986103537.0,10.0,8.0,c,b,bc,k,1277.0,70.0,185.0,Ad,4h
30,flubnurd2,986103537.0,10.0,10.0,f,-,-,-,10912.0,0.0,0.0,XX,XX
21,pokibot,986103537.0,10.0,7.0,f,-,-,-,16104.0,0.0,0.0,XX,XX
31,AJ-sOOted,986103607.0,10.0,3.0,f,-,-,-,1538.0,0.0,0.0,XX,XX
10,CrazyJim,986103607.0,10.0,4.0,f,-,-,-,1900.0,0.0,0.0,XX,XX
31,JohnSpot,986103607.0,10.0,10.0,f,-,-,-,1155.0,0.0,0.0,XX,XX
9,POTUS,986103607.0,10.0,5.0,f,-,-,-,907.0,0.0,0.0,XX,XX
31,RIG,986103607.0,10.0,1.0,Bf,-,-,-,1135.0,5.0,0.0,XX,XX
8,Regstar,986103607.0,10.0,8.0,r,b,-,-,2942.0,30.0,65.0,XX,XX
15,RiverBoy,986103607.0,10.0,2.0,Bf,-,-,-,2332.0,10.0,0.0,XX,XX
7,capgras,986103607.0,10.0,7.0,f,-,-,-,1392.0,0.0,0.0,XX,XX
31,flubnurd2,986103607.0,10.0,9.0,c,f,-,-,10912.0,20.0,0.0,XX,XX
22,pokibot,986103607.0,10.0,6.0,f,-,-,-,16104.0,0.0,0.0,XX,XX
32,AJ-sOOted,986103626.0,10.0,2.0,Br,bc,b,k,1538.0,60.0,0.0,As,Kd
11,CrazyJim,986103626.0,10.0,3.0,f,-,-,-,1900.0,0.0,0.0,XX,XX
32,JohnSpot,986103626.0,10.0,9.0,f,-,-,-,1155.0,0.0,0.0,XX,XX
10,POTUS,986103626.0,10.0,4.0,cQ,-,-,-,907.0,10.0,0.0,XX,XX
32,RIG,986103626.0,10.0,10.0,f,-,-,-,1130.0,0.0,0.0,XX,XX
9,Regstar,986103626.0,10.0,7.0,cc,r,c,k,2977.0,60.0,0.0,Ts,Kh
16,RiverBoy,986103626.0,10.0,1.0,Bcc,kc,kc,k,2322.0,60.0,220.0,7d,Ad
8,capgras,986103626.0,10.0,6.0,cc,cf,-,-,1392.0,30.0,0.0,XX,XX
32,flubnurd2,986103626.0,10.0,8.0,f,-,-,-,10892.0,0.0,0.0,XX,XX
23,pokibot,986103626.0,10.0,5.0,fQ,-,-,-,16104.0,0.0,0.0,XX,XX
33,AJ-sOOted,986103702.0,10.0,1.0,Bc,kcc,br,b,1478.0,130.0,0.0,Qc,Kd
12,CrazyJim,986103702.0,10.0,2.0,Bf,-,-,-,1900.0,10.0,0.0,XX,XX
0,FastEddie,986103702.0,10.0,5.0,c,cc,cc,f,2295.0,110.0,0.0,XX,XX
33,JohnSpot,986103702.0,10.0,8.0,f,-,-,-,1155.0,0.0,0.0,XX,XX
33,RIG,986103702.0,10.0,9.0,f,-,-,-,1130.0,0.0,0.0,XX,XX
10,Regstar,986103702.0,10.0,3.0,Q,-,-,-,2917.0,0.0,0.0,XX,XX
17,RiverBoy,986103702.0,10.0,10.0,f,-,-,-,2482.0,0.0,0.0,XX,XX
23,RobVegas,986103702.0,10.0,4.0,r,br,rc,c,2593.0,130.0,510.0,Kc,Ks
9,capgras,986103702.0,10.0,6.0,f,-,-,-,1362.0,0.0,0.0,XX,XX
33,flubnurd2,986103702.0,10.0,7.0,c,rc,cc,c,10892.0,130.0,0.0,9h,9d
36,AJ-sOOted,986103907.0,10.0,7.0,f,-,-,-,1278.0,0.0,0.0,XX,XX
15,CrazyJim,986103907.0,10.0,8.0,f,-,-,-,1885.0,0.0,0.0,XX,XX
36,JohnSpot,986103907.0,10.0,4.0,c,c,f,-,1445.0,20.0,0.0,XX,XX
1,Prion,986103907.0,10.0,2.0,Bk,kc,kc,kf,1516.0,40.0,0.0,XX,XX
36,RIG,986103907.0,10.0,5.0,c,c,c,c,1040.0,60.0,0.0,Kc,Qs
20,RiverBoy,986103907.0,10.0,6.0,f,-,-,-,2382.0,0.0,0.0,XX,XX
26,RobVegas,986103907.0,10.0,9.0,f,-,-,-,2958.0,0.0,0.0,XX,XX
12,capgras,986103907.0,10.0,1.0,Bc,kc,kf,-,1352.0,20.0,0.0,XX,XX
36,flubnurd2,986103907.0,10.0,3.0,c,b,b,b,10762.0,60.0,200.0,8c,8h
0,markh,986103907.0,10.0,10.0,f,-,-,-,2754.0,0.0,0.0,XX,XX
37,AJ-sOOted,986103988.0,10.0,6.0,f,-,-,-,1278.0,0.0,0.0,XX,XX
16,CrazyJim,986103988.0,10.0,7.0,cc,kc,kc,k,1885.0,50.0,0.0,4h,Kh
37,JohnSpot,986103988.0,10.0,3.0,f,-,-,-,1425.0,0.0,0.0,XX,XX
2,Prion,986103988.0,10.0,1.0,Bf,-,-,-,1476.0,5.0,0.0,XX,XX
37,RIG,986103988.0,10.0,4.0,f,-,-,-,980.0,0.0,0.0,XX,XX
21,RiverBoy,986103988.0,10.0,5.0,f,-,-,-,2382.0,0.0,0.0,XX,XX
27,RobVegas,986103988.0,10.0,8.0,f,-,-,-,2958.0,0.0,0.0,XX,XX
13,capgras,986103988.0,10.0,10.0,c,c,b,k,1332.0,50.0,165.0,5d,7d
37,flubnurd2,986103988.0,10.0,2.0,Bf,-,-,-,10902.0,10.0,0.0,XX,XX
1,markh,986103988.0,10.0,9.0,r,b,kc,k,2754.0,50.0,0.0,As,Qd
38,AJ-sOOted,986104064.0,10.0,5.0,f,-,-,-,1278.0,0.0,0.0,XX,XX
17,CrazyJim,986104064.0,10.0,6.0,c,kf,-,-,1835.0,10.0,0.0,XX,XX
38,JohnSpot,986104064.0,10.0,2.0,Bk,kf,-,-,1425.0,10.0,0.0,XX,XX
3,Prion,986104064.0,10.0,10.0,c,r,k,k,1471.0,30.0,0.0,Ac,6h
38,RIG,986104064.0,10.0,3.0,f,-,-,-,980.0,0.0,0.0,XX,XX
22,RiverBoy,986104064.0,10.0,4.0,f,-,-,-,2382.0,0.0,0.0,XX,XX
28,RobVegas,986104064.0,10.0,7.0,c,kf,-,-,2958.0,10.0,0.0,XX,XX
14,capgras,986104064.0,10.0,9.0,c,bc,k,k,1447.0,30.0,95.0,Ks,Qd
38,flubnurd2,986104064.0,10.0,1.0,Bf,-,-,-,10892.0,5.0,0.0,XX,XX
2,markh,986104064.0,10.0,8.0,f,-,-,-,2704.0,0.0,0.0,XX,XX
39,AJ-sOOted,986104135.0,10.0,4.0,r,kc,kc,kc,1278.0,70.0,0.0,Qc,Kc
18,CrazyJim,986104135.0,10.0,5.0,f,-,-,-,1825.0,0.0,0.0,XX,XX
39,JohnSpot,986104135.0,10.0,1.0,Bc,kf,-,-,1415.0,20.0,0.0,XX,XX
4,Prion,986104135.0,10.0,9.0,f,-,-,-,1441.0,0.0,0.0,XX,XX
39,RIG,986104135.0,10.0,2.0,Bf,-,-,-,980.0,10.0,0.0,XX,XX
23,RiverBoy,986104135.0,10.0,3.0,f,-,-,-,2382.0,0.0,0.0,XX,XX
29,RobVegas,986104135.0,10.0,6.0,c,b,b,b,2948.0,70.0,170.0,7c,8c
15,capgras,986104135.0,10.0,8.0,f,-,-,-,1512.0,0.0,0.0,XX,XX
39,flubnurd2,986104135.0,10.0,10.0,f,-,-,-,10887.0,0.0,0.0,XX,XX
3,markh,986104135.0,10.0,7.0,f,-,-,-,2704.0,0.0,0.0,XX,XX
40,AJ-sOOted,986104198.0,10.0,3.0,r,bc,kc,kc,1208.0,80.0,0.0,7s,Qd
19,CrazyJim,986104198.0,10.0,4.0,c,r,b,b,1825.0,80.0,235.0,Kc,Ts
40,JohnSpot,986104198.0,10.0,10.0,fQ,-,-,-,1395.0,0.0,0.0,XX,XX
5,Prion,986104198.0,10.0,8.0,f,-,-,-,1441.0,0.0,0.0,XX,XX
40,RIG,986104198.0,10.0,1.0,BQ,-,-,-,970.0,5.0,0.0,XX,XX
24,RiverBoy,986104198.0,10.0,2.0,Bf,-,-,-,2307.0,10.0,0.0,XX,XX
30,RobVegas,986104198.0,10.0,5.0,c,c,c,f,3048.0,60.0,0.0,XX,XX
16,capgras,986104198.0,10.0,7.0,f,-,-,-,1512.0,0.0,0.0,XX,XX
40,flubnurd2,986104198.0,10.0,9.0,f,-,-,-,10887.0,0.0,0.0,XX,XX
4,markh,986104198.0,10.0,6.0,f,-,-,-,2704.0,0.0,0.0,XX,XX
42,AJ-sOOted,986104328.0,10.0,1.0,Bc,kc,kf,-,1058.0,30.0,0.0,XX,XX
21,CrazyJim,986104328.0,10.0,2.0,Bf,-,-,-,1980.0,10.0,0.0,XX,XX
7,Prion,986104328.0,10.0,6.0,fQ,-,-,-,1441.0,0.0,0.0,XX,XX
26,RiverBoy,986104328.0,10.0,10.0,f,-,-,-,2322.0,0.0,0.0,XX,XX
32,RobVegas,986104328.0,10.0,3.0,f,-,-,-,2988.0,0.0,0.0,XX,XX
1,SexyBoy,986104328.0,10.0,8.0,f,-,-,-,1863.0,0.0,0.0,XX,XX
18,capgras,986104328.0,10.0,5.0,cc,kc,kc,kr,1512.0,90.0,240.0,Td,Kh
42,flubnurd2,986104328.0,10.0,7.0,cc,kf,-,-,10887.0,20.0,0.0,XX,XX
6,markh,986104328.0,10.0,4.0,f,-,-,-,2704.0,0.0,0.0,XX,XX
24,pokibot,986104328.0,10.0,9.0,r,b,b,bc,16104.0,90.0,0.0,Jc,Js
40,Grizzler,986112609.0,10.0,7.0,f,-,-,-,2133.0,0.0,0.0,XX,XX
37,JP789,986112609.0,10.0,6.0,f,-,-,-,2185.0,0.0,0.0,XX,XX
108,Johnny,986112609.0,10.0,3.0,cc,kc,kc,kc,910.0,70.0,175.0,8d,Ac
4,JohnnyD,986112609.0,10.0,5.0,r,b,b,b,1190.0,70.0,0.0,Kd,Qd
0,Loki,986112609.0,10.0,10.0,f,-,-,-,16315.0,0.0,0.0,XX,XX
0,Moron,986112609.0,10.0,2.0,Bf,-,-,-,2013.0,10.0,0.0,XX,XX
4,TheBlind,986112609.0,10.0,8.0,c,f,-,-,855.0,20.0,0.0,XX,XX
161,pokibot,986112609.0,10.0,9.0,f,-,-,-,15074.0,0.0,0.0,XX,XX
22,shrader,986112609.0,10.0,1.0,Bf,-,-,-,1726.0,5.0,0.0,XX,XX
8,skitch,986112609.0,10.0,4.0,f,-,-,-,3724.0,0.0,0.0,XX,XX
41,Grizzler,986112669.0,10.0,6.0,c,c,r,b,2133.0,90.0,295.0,Qd,Ah
38,JP789,986112669.0,10.0,5.0,f,-,-,-,2185.0,0.0,0.0,XX,XX
109,Johnny,986112669.0,10.0,2.0,Bc,kc,kc,kc,1015.0,90.0,0.0,4c,4h
5,JohnnyD,986112669.0,10.0,4.0,r,b,bc,kc,1120.0,90.0,0.0,Qs,Qh
1,Loki,986112669.0,10.0,9.0,f,-,-,-,16315.0,0.0,0.0,XX,XX
1,Moron,986112669.0,10.0,1.0,Bf,-,-,-,2003.0,5.0,0.0,XX,XX
5,TheBlind,986112669.0,10.0,7.0,f,-,-,-,835.0,0.0,0.0,XX,XX
162,pokibot,986112669.0,10.0,8.0,f,-,-,-,15074.0,0.0,0.0,XX,XX
23,shrader,986112669.0,10.0,10.0,c,f,-,-,1721.0,20.0,0.0,XX,XX
