,player,timestamp,play,pos,prflop,flop,turn,river,bankroll,action,winnings,c1,c2
28,SexyBoy,986106109.0,7.0,2.0,rc,kcc,cc,f,1633.0,100.0,0.0,XX,XX
70,flubnurd2,986106109.0,7.0,1.0,Bc,krc,bc,b,11262.0,120.0,340.0,As,Th
29,markh,986106109.0,7.0,6.0,f,-,-,-,2774.0,0.0,0.0,XX,XX
52,pokibot,986106109.0,7.0,3.0,f,-,-,-,15974.0,0.0,0.0,XX,XX
71,AJ-sOOted,986106169.0,7.0,5.0,r,k,bc,k,413.0,60.0,0.0,Kh,Td
55,RiverBoy,986106169.0,7.0,4.0,f,-,-,-,3342.0,0.0,0.0,XX,XX
61,RobVegas,986106169.0,7.0,7.0,c,k,r,k,2666.0,60.0,135.0,2d,Qd
29,SexyBoy,986106169.0,7.0,2.0,Bf,-,-,-,1503.0,10.0,0.0,XX,XX
71,flubnurd2,986106169.0,7.0,1.0,Bf,-,-,-,11482.0,5.0,0.0,XX,XX
30,markh,986106169.0,7.0,6.0,f,-,-,-,2774.0,0.0,0.0,XX,XX
53,pokibot,986106169.0,7.0,3.0,f,-,-,-,15974.0,0.0,0.0,XX,XX
72,AJ-sOOted,986106245.0,7.0,4.0,cc,kf,-,-,353.0,20.0,0.0,XX,XX
56,RiverBoy,986106245.0,7.0,3.0,f,-,-,-,3312.0,0.0,0.0,XX,XX
62,RobVegas,986106245.0,7.0,6.0,r,b,c,c,2741.0,70.0,0.0,Td,As
30,SexyBoy,986106245.0,7.0,1.0,Bc,kc,b,b,1778.0,70.0,190.0,6s,5h
72,flubnurd2,986106245.0,7.0,7.0,c,fQ,-,-,11477.0,20.0,0.0,XX,XX
31,markh,986106245.0,7.0,5.0,f,-,-,-,2774.0,0.0,0.0,XX,XX
54,pokibot,986106245.0,7.0,2.0,Bf,-,-,-,15974.0,10.0,0.0,XX,XX
75,AJ-sOOted,986106427.0,7.0,1.0,Br,kcc,kcc,krr,398.0,230.0,0.0,Jd,8d
59,RiverBoy,986106427.0,7.0,7.0,f,-,-,-,3402.0,0.0,0.0,XX,XX
64,RobVegas,986106427.0,7.0,4.0,rc,rc,rr,brc,2641.0,230.0,690.0,Ks,Kd
33,SexyBoy,986106427.0,7.0,5.0,cc,cc,f,-,1818.0,70.0,0.0,XX,XX
1,hannibal,986106427.0,7.0,3.0,rc,br,brc,kf,777.0,150.0,0.0,XX,XX
34,markh,986106427.0,7.0,2.0,Bf,Q,-,-,2744.0,10.0,0.0,XX,XX
57,pokibot,986106427.0,7.0,6.0,f,-,-,-,15959.0,0.0,0.0,XX,XX
84,AJ-sOOted,986107701.0,7.0,1.0,Bc,bc,k,b,1145.0,50.0,0.0,Td,4s
2,Johnny,986107701.0,7.0,4.0,c,c,k,c,765.0,50.0,0.0,Th,4c
2,QueenB,986107701.0,7.0,3.0,c,f,-,-,2134.0,10.0,0.0,XX,XX
106,RobVegas,986107701.0,7.0,7.0,f,-,-,-,3611.0,0.0,0.0,XX,XX
100,pokibot,986107701.0,7.0,2.0,Bk,r,k,c,15479.0,50.0,190.0,5h,5s
0,till,986107701.0,7.0,5.0,c,c,k,f,711.0,30.0,0.0,XX,XX
1,xtptxu,986107701.0,7.0,6.0,f,-,-,-,825.0,0.0,0.0,XX,XX
4,Johnny,986107806.0,7.0,2.0,Bk,kc,kf,-,805.0,20.0,0.0,XX,XX
4,QueenB,986107806.0,7.0,1.0,Bc,kc,kc,kf,2094.0,40.0,0.0,XX,XX
108,RobVegas,986107806.0,7.0,6.0,f,-,-,-,3611.0,0.0,0.0,XX,XX
1,link1,986107806.0,7.0,4.0,c,b,b,b,1410.0,60.0,180.0,9c,Qc
102,pokibot,986107806.0,7.0,7.0,f,-,-,-,15589.0,0.0,0.0,XX,XX
2,till,986107806.0,7.0,3.0,c,kc,kc,kc,681.0,60.0,0.0,Td,6d
3,xtptxu,986107806.0,7.0,5.0,f,-,-,-,825.0,0.0,0.0,XX,XX
90,AJ-sOOted,986108151.0,7.0,3.0,Q,-,-,-,1195.0,0.0,0.0,XX,XX
9,Johnny,986108151.0,7.0,5.0,f,-,-,-,605.0,0.0,0.0,XX,XX
113,RobVegas,986108151.0,7.0,2.0,Bf,-,-,-,3703.0,10.0,0.0,XX,XX
49,SexyBoy,986108151.0,7.0,7.0,r,k,b,r,2218.0,80.0,175.0,XX,XX
6,link1,986108151.0,7.0,6.0,cc,k,kc,bf,1450.0,60.0,0.0,XX,XX
107,pokibot,986108151.0,7.0,4.0,cc,k,kf,-,15569.0,20.0,0.0,XX,XX
8,xtptxu,986108151.0,7.0,1.0,BfQ,-,-,-,998.0,5.0,0.0,XX,XX
1,Chlamydia,986111412.0,7.0,3.0,f,-,-,-,1287.0,0.0,0.0,XX,XX
36,Echo,986111412.0,7.0,6.0,f,-,-,-,1475.0,0.0,0.0,XX,XX
11,Grizzler,986111412.0,7.0,2.0,Bc,k,kc,kf,2223.0,40.0,0.0,XX,XX
11,JP789,986111412.0,7.0,1.0,Bf,-,-,-,2395.0,5.0,0.0,XX,XX
79,Johnny,986111412.0,7.0,5.0,c,k,c,f,1105.0,40.0,0.0,XX,XX
132,pokibot,986111412.0,7.0,4.0,r,k,b,b,15219.0,60.0,145.0,XX,XX
18,smeagn,986111412.0,7.0,7.0,f,-,-,-,1427.0,0.0,0.0,XX,XX
2,Chlamydia,986111457.0,7.0,2.0,Bk,bf,-,-,1287.0,20.0,0.0,XX,XX
37,Echo,986111457.0,7.0,5.0,f,-,-,-,1475.0,0.0,0.0,XX,XX
12,Grizzler,986111457.0,7.0,1.0,Bf,-,-,-,2183.0,5.0,0.0,XX,XX
12,JP789,986111457.0,7.0,7.0,f,-,-,-,2390.0,0.0,0.0,XX,XX
80,Johnny,986111457.0,7.0,4.0,c,rr,b,k,1065.0,70.0,165.0,3c,Qd
133,pokibot,986111457.0,7.0,3.0,f,-,-,-,15304.0,0.0,0.0,XX,XX
19,smeagn,986111457.0,7.0,6.0,c,rc,c,k,1427.0,70.0,0.0,9h,Kc
3,Chlamydia,986111498.0,7.0,1.0,Bc,bc,kc,kf,1267.0,60.0,0.0,XX,XX
38,Echo,986111498.0,7.0,4.0,cc,c,c,c,1475.0,80.0,0.0,9h,Js
13,Grizzler,986111498.0,7.0,7.0,r,f,-,-,2178.0,20.0,0.0,XX,XX
13,JP789,986111498.0,7.0,6.0,f,-,Q,-,2390.0,0.0,0.0,XX,XX
81,Johnny,986111498.0,7.0,3.0,cc,r,b,b,1160.0,80.0,250.0,Ad,Ah
134,pokibot,986111498.0,7.0,2.0,Bf,-,-,-,15304.0,10.0,0.0,XX,XX
20,smeagn,986111498.0,7.0,5.0,f,-,-,-,1357.0,0.0,0.0,XX,XX
9,Chlamydia,986111856.0,7.0,2.0,Bf,-,-,-,1472.0,10.0,0.0,XX,XX
19,Grizzler,986111856.0,7.0,1.0,Bf,-,-,-,2118.0,5.0,0.0,XX,XX
16,JP789,986111856.0,7.0,7.0,f,-,-,-,2450.0,0.0,0.0,XX,XX
87,Johnny,986111856.0,7.0,5.0,c,b,-,-,1020.0,30.0,65.0,XX,XX
140,pokibot,986111856.0,7.0,3.0,r,kf,-,-,15079.0,20.0,0.0,XX,XX
1,shrader,986111856.0,7.0,4.0,f,-,-,-,1396.0,0.0,0.0,XX,XX
26,smeagn,986111856.0,7.0,6.0,f,-,-,-,1562.0,0.0,0.0,XX,XX
10,Chlamydia,986111877.0,7.0,1.0,Br,kc,kr,b,1462.0,100.0,230.0,Ks,Kc
20,Grizzler,986111877.0,7.0,7.0,f,-,-,-,2113.0,0.0,0.0,XX,XX
17,JP789,986111877.0,7.0,6.0,f,-,-,-,2450.0,0.0,0.0,XX,XX
88,Johnny,986111877.0,7.0,4.0,rc,b,bc,c,1055.0,100.0,0.0,4d,8h
141,pokibot,986111877.0,7.0,2.0,Bc,kf,-,-,15059.0,30.0,0.0,XX,XX
2,shrader,986111877.0,7.0,3.0,f,-,-,-,1396.0,0.0,0.0,XX,XX
27,smeagn,986111877.0,7.0,5.0,f,-,-,-,1562.0,0.0,0.0,XX,XX
11,Chlamydia,986111918.0,7.0,7.0,c,f,-,-,1592.0,20.0,0.0,XX,XX
21,Grizzler,986111918.0,7.0,6.0,f,-,-,-,2113.0,0.0,0.0,XX,XX
18,JP789,986111918.0,7.0,5.0,r,rr,b,c,2450.0,100.0,0.0,Ah,Js
89,Johnny,986111918.0,7.0,3.0,cc,brc,kc,c,955.0,100.0,0.0,3s,Qh
142,pokibot,986111918.0,7.0,1.0,Bf,-,-,-,15029.0,5.0,0.0,XX,XX
3,shrader,986111918.0,7.0,2.0,Bc,kcc,kc,b,1396.0,100.0,345.0,Td,Kd
28,smeagn,986111918.0,7.0,4.0,cc,fQ,-,-,1562.0,20.0,0.0,XX,XX
70,Grizzler,986114031.0,7.0,3.0,f,-,-,-,2708.0,0.0,0.0,XX,XX
67,JP789,986114031.0,7.0,2.0,Bk,b,k,k,2365.0,20.0,0.0,Th,Ah
30,Loki,986114031.0,7.0,6.0,f,-,-,-,16280.0,0.0,0.0,XX,XX
30,Moron,986114031.0,7.0,7.0,f,-,-,-,1808.0,0.0,0.0,XX,XX
34,TheBlind,986114031.0,7.0,4.0,c,c,k,k,1205.0,20.0,45.0,9s,9c
191,pokibot,986114031.0,7.0,5.0,f,-,-,-,14979.0,0.0,0.0,XX,XX
38,skitch,986114031.0,7.0,1.0,Bf,-,-,-,3594.0,5.0,0.0,XX,XX
71,Grizzler,986114057.0,7.0,2.0,Bk,k,b,k,2708.0,30.0,0.0,9h,4c
68,JP789,986114057.0,7.0,1.0,Bf,-,-,-,2345.0,5.0,0.0,XX,XX
31,Loki,986114057.0,7.0,5.0,f,-,-,-,16280.0,0.0,0.0,XX,XX
31,Moron,986114057.0,7.0,6.0,f,-,-,-,1808.0,0.0,0.0,XX,XX
35,TheBlind,986114057.0,7.0,3.0,c,k,c,k,1230.0,30.0,75.0,9d,As
192,pokibot,986114057.0,7.0,4.0,c,k,f,-,14979.0,10.0,0.0,XX,XX
39,skitch,986114057.0,7.0,7.0,f,-,-,-,3589.0,0.0,0.0,XX,XX
72,Grizzler,986114099.0,7.0,1.0,Bc,kf,-,-,2678.0,10.0,0.0,XX,XX
69,JP789,986114099.0,7.0,7.0,f,-,-,-,2340.0,0.0,0.0,XX,XX
32,Loki,986114099.0,7.0,4.0,c,c,c,k,16280.0,40.0,100.0,Tc,Jh
32,Moron,986114099.0,7.0,5.0,f,-,-,-,1808.0,0.0,0.0,XX,XX
36,TheBlind,986114099.0,7.0,2.0,Bk,kf,-,-,1275.0,10.0,0.0,XX,XX
193,pokibot,986114099.0,7.0,3.0,c,b,b,k,14969.0,40.0,0.0,9d,Qh
40,skitch,986114099.0,7.0,6.0,f,-,-,-,3589.0,0.0,0.0,XX,XX
73,Grizzler,986114131.0,7.0,7.0,f,-,-,-,2668.0,0.0,0.0,XX,XX
70,JP789,986114131.0,7.0,6.0,c,f,-,-,2340.0,10.0,0.0,XX,XX
33,Loki,986114131.0,7.0,3.0,c,f,-,-,16340.0,10.0,0.0,XX,XX
33,Moron,986114131.0,7.0,4.0,f,-,-,-,1808.0,0.0,0.0,XX,XX
37,TheBlind,986114131.0,7.0,1.0,Bc,kf,-,-,1265.0,10.0,0.0,XX,XX
194,pokibot,986114131.0,7.0,2.0,Bk,b,-,-,14929.0,20.0,50.0,XX,XX
41,skitch,986114131.0,7.0,5.0,f,-,-,-,3589.0,0.0,0.0,XX,XX
74,Grizzler,986114155.0,7.0,6.0,c,b,-,-,2668.0,20.0,45.0,XX,XX
71,JP789,986114155.0,7.0,5.0,f,-,-,-,2330.0,0.0,0.0,XX,XX
34,Loki,986114155.0,7.0,2.0,Bk,kf,-,-,16330.0,10.0,0.0,XX,XX
34,Moron,986114155.0,7.0,3.0,c,kf,-,-,1808.0,10.0,0.0,XX,XX
38,TheBlind,986114155.0,7.0,7.0,f,-,-,-,1255.0,0.0,0.0,XX,XX
195,pokibot,986114155.0,7.0,1.0,Bf,-,-,-,14959.0,5.0,0.0,XX,XX
42,skitch,986114155.0,7.0,4.0,f,-,-,-,3589.0,0.0,0.0,XX,XX
75,Grizzler,986114179.0,7.0,5.0,r,-,-,-,2693.0,20.0,35.0,XX,XX
72,JP789,986114179.0,7.0,4.0,f,-,-,-,2330.0,0.0,0.0,XX,XX
35,Loki,986114179.0,7.0,1.0,Bf,-,-,-,16320.0,5.0,0.0,XX,XX
35,Moron,986114179.0,7.0,2.0,Bf,-,-,-,1798.0,10.0,0.0,XX,XX
39,TheBlind,986114179.0,7.0,6.0,f,-,-,-,1255.0,0.0,0.0,XX,XX
196,pokibot,986114179.0,7.0,7.0,f,-,-,-,14954.0,0.0,0.0,XX,XX
43,skitch,986114179.0,7.0,3.0,KQ,-,-,-,3589.0,0.0,0.0,XX,XX
77,Grizzler,986114264.0,7.0,2.0,Bf,-,-,-,2698.0,10.0,0.0,XX,XX
74,JP789,986114264.0,7.0,1.0,Bf,-,-,-,2320.0,5.0,0.0,XX,XX
37,Loki,986114264.0,7.0,5.0,rc,c,c,f,16315.0,70.0,0.0,XX,XX
37,Moron,986114264.0,7.0,6.0,f,-,-,-,1828.0,0.0,0.0,XX,XX
41,TheBlind,986114264.0,7.0,3.0,f,-,-,-,1245.0,0.0,0.0,XX,XX
198,pokibot,986114264.0,7.0,4.0,rr,b,b,b,14944.0,90.0,175.0,XX,XX
44,skitch,986114264.0,7.0,7.0,f,-,-,-,3589.0,0.0,0.0,XX,XX
78,Grizzler,986114287.0,7.0,1.0,Bf,-,-,-,2688.0,5.0,0.0,XX,XX
75,JP789,986114287.0,7.0,7.0,c,f,-,-,2315.0,10.0,0.0,XX,XX
38,Loki,986114287.0,7.0,4.0,c,b,-,-,16245.0,20.0,45.0,XX,XX
38,Moron,986114287.0,7.0,5.0,f,-,-,-,1828.0,0.0,0.0,XX,XX
42,TheBlind,986114287.0,7.0,2.0,Bk,kf,-,-,1245.0,10.0,0.0,XX,XX
199,pokibot,986114287.0,7.0,3.0,f,-,-,-,15029.0,0.0,0.0,XX,XX
45,skitch,986114287.0,7.0,6.0,f,-,-,-,3589.0,0.0,0.0,XX,XX
79,Grizzler,986114308.0,7.0,7.0,c,k,k,f,2683.0,10.0,0.0,XX,XX
76,JP789,986114308.0,7.0,6.0,f,-,-,-,2305.0,0.0,0.0,XX,XX
39,Loki,986114308.0,7.0,3.0,f,-,-,-,16270.0,0.0,0.0,XX,XX
39,Moron,986114308.0,7.0,4.0,c,k,k,f,1828.0,10.0,0.0,XX,XX
43,TheBlind,986114308.0,7.0,1.0,Bc,k,k,b,1235.0,30.0,60.0,XX,XX
200,pokibot,986114308.0,7.0,2.0,Bk,k,k,f,15029.0,10.0,0.0,XX,XX
46,skitch,986114308.0,7.0,5.0,f,-,-,-,3589.0,0.0,0.0,XX,XX
80,Grizzler,986114350.0,7.0,6.0,f,Q,-,-,2673.0,0.0,0.0,XX,XX
77,JP789,986114350.0,7.0,5.0,c,r,b,k,2305.0,50.0,0.0,9s,Kd
40,Loki,986114350.0,7.0,2.0,Bk,kf,-,-,16270.0,10.0,0.0,XX,XX
40,Moron,986114350.0,7.0,3.0,c,bc,kc,k,1818.0,50.0,0.0,Kc,9c
44,TheBlind,986114350.0,7.0,7.0,c,f,-,-,1265.0,10.0,0.0,XX,XX
201,pokibot,986114350.0,7.0,1.0,Bf,-,-,-,15019.0,5.0,0.0,XX,XX
47,skitch,986114350.0,7.0,4.0,c,cc,kc,k,3589.0,50.0,175.0,Qs,Td
0,Fish_man,986114452.0,7.0,7.0,r,b,-,-,1260.0,30.0,65.0,XX,XX
81,JP789,986114452.0,7.0,1.0,Bf,-,-,-,2283.0,5.0,0.0,XX,XX
44,Loki,986114452.0,7.0,4.0,f,-,-,-,16255.0,0.0,0.0,XX,XX
44,Moron,986114452.0,7.0,5.0,f,-,-,-,1753.0,0.0,0.0,XX,XX
48,TheBlind,986114452.0,7.0,2.0,Bf,-,-,-,1235.0,10.0,0.0,XX,XX
205,pokibot,986114452.0,7.0,3.0,f,-,-,-,15041.0,0.0,0.0,XX,XX
51,skitch,986114452.0,7.0,6.0,cc,kf,-,-,3699.0,20.0,0.0,XX,XX
15,Fish_man,986114941.0,7.0,7.0,c,r,k,k,1525.0,40.0,0.0,Td,6c
95,Grizzler,986114941.0,7.0,1.0,Bf,-,-,-,2573.0,5.0,0.0,XX,XX
96,JP789,986114941.0,7.0,2.0,Bc,kc,k,k,2393.0,40.0,0.0,4s,6s
59,Loki,986114941.0,7.0,5.0,f,-,-,-,16100.0,0.0,0.0,XX,XX
63,TheBlind,986114941.0,7.0,3.0,r,bc,k,k,1355.0,40.0,145.0,Qc,Kd
220,pokibot,986114941.0,7.0,4.0,f,-,-,-,14871.0,0.0,0.0,XX,XX
66,skitch,986114941.0,7.0,6.0,c,f,-,-,3659.0,20.0,0.0,XX,XX
16,Fish_man,986114988.0,7.0,6.0,r,b,b,k,1485.0,50.0,67.0,6h,7c
96,Grizzler,986114988.0,7.0,7.0,c,c,f,-,2568.0,30.0,0.0,XX,XX
97,JP789,986114988.0,7.0,1.0,Bf,-,-,-,2353.0,5.0,0.0,XX,XX
60,Loki,986114988.0,7.0,4.0,f,-,-,-,16100.0,0.0,0.0,XX,XX
64,TheBlind,986114988.0,7.0,2.0,Bc,kc,kc,k,1460.0,50.0,68.0,7d,6s
221,pokibot,986114988.0,7.0,3.0,f,-,-,-,14871.0,0.0,0.0,XX,XX
67,skitch,986114988.0,7.0,5.0,f,-,-,-,3639.0,0.0,0.0,XX,XX
17,Fish_man,986115020.0,7.0,5.0,r,-,-,-,1502.0,20.0,35.0,XX,XX
97,Grizzler,986115020.0,7.0,6.0,f,-,-,-,2538.0,0.0,0.0,XX,XX
98,JP789,986115020.0,7.0,7.0,f,-,-,-,2348.0,0.0,0.0,XX,XX
61,Loki,986115020.0,7.0,3.0,f,-,-,-,16100.0,0.0,0.0,XX,XX
65,TheBlind,986115020.0,7.0,1.0,Bf,-,-,-,1478.0,5.0,0.0,XX,XX
222,pokibot,986115020.0,7.0,2.0,Bf,-,-,-,14871.0,10.0,0.0,XX,XX
68,skitch,986115020.0,7.0,4.0,f,-,-,-,3639.0,0.0,0.0,XX,XX
18,Fish_man,986115039.0,7.0,4.0,rc,kc,kc,kf,1517.0,60.0,0.0,XX,XX
98,Grizzler,986115039.0,7.0,5.0,f,-,-,-,2538.0,0.0,0.0,XX,XX
99,JP789,986115039.0,7.0,6.0,r,b,b,b,2348.0,80.0,180.0,XX,XX
62,Loki,986115039.0,7.0,2.0,Bf,-,-,-,16100.0,10.0,0.0,XX,XX
66,TheBlind,986115039.0,7.0,7.0,f,-,-,-,1473.0,0.0,0.0,XX,XX
223,pokibot,986115039.0,7.0,1.0,Bc,kf,-,-,14861.0,30.0,0.0,XX,XX
69,skitch,986115039.0,7.0,3.0,f,-,-,-,3639.0,0.0,0.0,XX,XX
19,Fish_man,986115081.0,7.0,3.0,r,b,b,k,1457.0,50.0,0.0,8c,5c
99,Grizzler,986115081.0,7.0,4.0,f,-,-,-,2538.0,0.0,0.0,XX,XX
100,JP789,986115081.0,7.0,5.0,f,-,-,-,2448.0,0.0,0.0,XX,XX
63,Loki,986115081.0,7.0,1.0,Bc,kc,kc,k,16090.0,50.0,140.0,Qd,Jh
67,TheBlind,986115081.0,7.0,6.0,c,f,-,-,1473.0,20.0,0.0,XX,XX
224,pokibot,986115081.0,7.0,7.0,f,-,-,-,14831.0,0.0,0.0,XX,XX
70,skitch,986115081.0,7.0,2.0,Bc,kf,-,-,3639.0,20.0,0.0,XX,XX
20,Fish_man,986115104.0,7.0,2.0,Bc,k,f,-,1407.0,20.0,0.0,XX,XX
100,Grizzler,986115104.0,7.0,3.0,f,-,-,-,2538.0,0.0,0.0,XX,XX
101,JP789,986115104.0,7.0,4.0,f,-,-,-,2448.0,0.0,0.0,XX,XX
64,Loki,986115104.0,7.0,7.0,f,-,-,-,16180.0,0.0,0.0,XX,XX
68,TheBlind,986115104.0,7.0,5.0,f,-,-,-,1453.0,0.0,0.0,XX,XX
225,pokibot,986115104.0,7.0,6.0,r,k,rr,f,14831.0,100.0,0.0,XX,XX
71,skitch,986115104.0,7.0,1.0,Bc,k,brc,b,3619.0,120.0,240.0,XX,XX
31,Fish_man,986115600.0,7.0,6.0,r,f,-,-,1034.0,20.0,0.0,XX,XX
111,Grizzler,986115600.0,7.0,7.0,c,r,r,k,2458.0,80.0,230.0,8c,7d
112,JP789,986115600.0,7.0,1.0,Bc,bc,bc,k,2748.0,80.0,0.0,4c,Kc
79,TheBlind,986115600.0,7.0,3.0,cc,f,-,-,1636.0,20.0,0.0,XX,XX
10,gothnight,986115600.0,7.0,2.0,Bf,-,-,-,2038.0,10.0,0.0,XX,XX
236,pokibot,986115600.0,7.0,4.0,f,-,-,-,14646.0,0.0,0.0,XX,XX
82,skitch,986115600.0,7.0,5.0,cc,f,-,-,3709.0,20.0,0.0,XX,XX
32,Fish_man,986115636.0,7.0,5.0,r,br,b,b,1014.0,90.0,200.0,Kd,Js
112,Grizzler,986115636.0,7.0,6.0,f,-,-,-,2608.0,0.0,0.0,XX,XX
113,JP789,986115636.0,7.0,7.0,f,-,-,-,2668.0,0.0,0.0,XX,XX
80,TheBlind,986115636.0,7.0,2.0,Bc,krc,kc,kc,1616.0,90.0,0.0,3d,Qh
11,gothnight,986115636.0,7.0,1.0,Bc,kf,-,-,2028.0,20.0,0.0,XX,XX
237,pokibot,986115636.0,7.0,3.0,f,-,-,-,14646.0,0.0,0.0,XX,XX
83,skitch,986115636.0,7.0,4.0,f,-,-,-,3689.0,0.0,0.0,XX,XX
33,Fish_man,986115683.0,7.0,4.0,r,f,-,-,1124.0,30.0,0.0,XX,XX
113,Grizzler,986115683.0,7.0,5.0,f,-,-,-,2608.0,0.0,0.0,XX,XX
114,JP789,986115683.0,7.0,6.0,f,-,-,-,2668.0,0.0,0.0,XX,XX
81,TheBlind,986115683.0,7.0,1.0,Bf,-,-,-,1526.0,5.0,0.0,XX,XX
12,gothnight,986115683.0,7.0,7.0,f,-,-,-,2008.0,0.0,0.0,XX,XX
238,pokibot,986115683.0,7.0,2.0,Bc,kf,-,-,14646.0,30.0,0.0,XX,XX
84,skitch,986115683.0,7.0,3.0,rc,b,-,-,3689.0,40.0,105.0,XX,XX
34,Fish_man,986115709.0,7.0,3.0,r,bc,kc,kr,1094.0,100.0,265.0,7d,Js
114,Grizzler,986115709.0,7.0,4.0,c,f,-,-,2608.0,20.0,0.0,XX,XX
115,JP789,986115709.0,7.0,5.0,f,-,-,-,2668.0,0.0,0.0,XX,XX
82,TheBlind,986115709.0,7.0,7.0,c,f,-,-,1521.0,20.0,0.0,XX,XX
13,gothnight,986115709.0,7.0,6.0,c,r,b,bc,2008.0,100.0,0.0,Kd,Qd
239,pokibot,986115709.0,7.0,1.0,Bf,-,-,-,14616.0,5.0,0.0,XX,XX
85,skitch,986115709.0,7.0,2.0,Bc,kf,-,-,3754.0,20.0,0.0,XX,XX
35,Fish_man,986115765.0,7.0,2.0,Bc,k,b,-,1259.0,40.0,80.0,XX,XX
115,Grizzler,986115765.0,7.0,3.0,f,-,-,-,2588.0,0.0,0.0,XX,XX
116,JP789,986115765.0,7.0,4.0,f,-,-,-,2668.0,0.0,0.0,XX,XX
83,TheBlind,986115765.0,7.0,6.0,f,-,-,-,1501.0,0.0,0.0,XX,XX
14,gothnight,986115765.0,7.0,5.0,f,-,-,-,1908.0,0.0,0.0,XX,XX
240,pokibot,986115765.0,7.0,7.0,r,k,f,-,14611.0,20.0,0.0,XX,XX
86,skitch,986115765.0,7.0,1.0,Bc,k,kf,-,3734.0,20.0,0.0,XX,XX
36,Fish_man,986115791.0,7.0,1.0,Bc,kf,-,-,1299.0,10.0,0.0,XX,XX
