,player,timestamp,play,pos,prflop,flop,turn,river,bankroll,action,winnings,c1,c2
5,pokibot,986102443.0,9.0,3.0,f,-,-,-,16104,0,0,XX,XX
34,AJ-sOOted,986103783.0,9.0,9.0,r,b,bf,-,1348.0,50.0,0.0,XX,XX
13,CrazyJim,986103783.0,9.0,1.0,Bf,-,-,-,1890.0,5.0,0.0,XX,XX
1,FastEddie,986103783.0,9.0,3.0,fQ,-,-,-,2185.0,0.0,0.0,XX,XX
34,JohnSpot,986103783.0,9.0,6.0,cc,kc,kr,-,1155.0,70.0,165.0,XX,XX
34,RIG,986103783.0,9.0,7.0,cc,kc,kf,-,1130.0,30.0,0.0,XX,XX
18,RiverBoy,986103783.0,9.0,8.0,f,-,-,-,2482.0,0.0,0.0,XX,XX
24,RobVegas,986103783.0,9.0,2.0,Bf,-,-,-,2973.0,10.0,0.0,XX,XX
10,capgras,986103783.0,9.0,4.0,f,-,-,-,1362.0,0.0,0.0,XX,XX
34,flubnurd2,986103783.0,9.0,5.0,f,-,-,-,10762.0,0.0,0.0,XX,XX
35,AJ-sOOted,986103848.0,9.0,8.0,c,f,-,-,1298.0,20.0,0.0,XX,XX
14,CrazyJim,986103848.0,9.0,9.0,f,-,-,-,1885.0,0.0,0.0,XX,XX
35,JohnSpot,986103848.0,9.0,5.0,cc,kc,br,b,1250.0,120.0,315.0,XX,XX
0,Prion,986103848.0,9.0,3.0,f,-,-,-,1516.0,0.0,0.0,XX,XX
35,RIG,986103848.0,9.0,6.0,r,bc,cf,-,1100.0,60.0,0.0,XX,XX
19,RiverBoy,986103848.0,9.0,7.0,c,r,rc,f,2482.0,100.0,0.0,XX,XX
25,RobVegas,986103848.0,9.0,1.0,Bf,-,-,-,2963.0,5.0,0.0,XX,XX
11,capgras,986103848.0,9.0,2.0,Bf,-,-,-,1362.0,10.0,0.0,XX,XX
35,flubnurd2,986103848.0,9.0,4.0,f,-,-,-,10762.0,0.0,0.0,XX,XX
41,AJ-sOOted,986104290.0,9.0,2.0,Bk,k,bc,c,1128.0,70.0,0.0,8s,Jc
20,CrazyJim,986104290.0,9.0,3.0,f,-,-,-,1980.0,0.0,0.0,XX,XX
6,Prion,986104290.0,9.0,7.0,f,-,-,-,1441.0,0.0,0.0,XX,XX
25,RiverBoy,986104290.0,9.0,1.0,Bc,k,kr,b,2252.0,70.0,140.0,Jd,Kh
31,RobVegas,986104290.0,9.0,4.0,f,-,-,-,2988.0,0.0,0.0,XX,XX
0,SexyBoy,986104290.0,9.0,9.0,f,-,-,-,1873.0,0.0,0.0,XX,XX
17,capgras,986104290.0,9.0,6.0,f,-,-,-,1512.0,0.0,0.0,XX,XX
41,flubnurd2,986104290.0,9.0,8.0,f,-,-,-,10887.0,0.0,0.0,XX,XX
5,markh,986104290.0,9.0,5.0,f,-,-,-,2704,0.0,0.0,XX,XX
43,AJ-sOOted,986104432.0,9.0,9.0,r,b,b,k,1028.0,50.0,0.0,Qd,As
22,CrazyJim,986104432.0,9.0,1.0,Bf,-,-,-,1970.0,5.0,0.0,XX,XX
27,RiverBoy,986104432.0,9.0,8.0,f,-,-,-,2472.0,0.0,0.0,XX,XX
33,RobVegas,986104432.0,9.0,2.0,Bc,kc,kf,-,2988.0,30.0,0.0,XX,XX
2,SexyBoy,986104432.0,9.0,6.0,f,-,-,-,1753.0,0.0,0.0,XX,XX
19,capgras,986104432.0,9.0,4.0,cc,kc,kf,-,1662.0,30.0,0.0,XX,XX
43,flubnurd2,986104432.0,9.0,5.0,f,-,-,-,10867.0,0.0,0.0,XX,XX
7,markh,986104432.0,9.0,3.0,cc,kc,kc,k,2704,50.0,185.0,Ah,8h
25,pokibot,986104432.0,9.0,7.0,cc,kf,-,-,16014,20.0,0.0,XX,XX
44,AJ-sOOted,986104517.0,9.0,8.0,f,-,-,-,978.0,0.0,0.0,XX,XX
23,CrazyJim,986104517.0,9.0,9.0,c,f,-,-,1965.0,20.0,0.0,XX,XX
28,RiverBoy,986104517.0,9.0,7.0,f,-,-,-,2472.0,0.0,0.0,XX,XX
34,RobVegas,986104517.0,9.0,1.0,Bf,-,-,-,2958.0,5.0,0.0,XX,XX
3,SexyBoy,986104517.0,9.0,5.0,f,-,-,-,1813.0,0.0,0.0,XX,XX
20,capgras,986104517.0,9.0,3.0,cc,kf,-,-,1632.0,20.0,0.0,XX,XX
44,flubnurd2,986104517.0,9.0,4.0,f,-,-,-,10867.0,0.0,0.0,XX,XX
8,markh,986104517.0,9.0,2.0,Bf,-,-,-,2839,10.0,0.0,XX,XX
26,pokibot,986104517.0,9.0,6.0,r,b,-,-,15994,30.0,85.0,XX,XX
45,AJ-sOOted,986104541.0,9.0,7.0,c,rc,c,c,978.0,100.0,0.0,Js,Qs
24,CrazyJim,986104541.0,9.0,8.0,f,-,-,-,1945.0,0.0,0.0,XX,XX
29,RiverBoy,986104541.0,9.0,6.0,c,bc,r,b,2462.0,100.0,325.0,Ac,6c
35,RobVegas,986104541.0,9.0,9.0,c,f,-,-,2953.0,10.0,0.0,XX,XX
4,SexyBoy,986104541.0,9.0,4.0,c,kf,-,-,1813.0,10.0,0.0,XX,XX
21,capgras,986104541.0,9.0,2.0,Bk,kr,bc,kc,1612.0,100.0,0.0,Jh,Jc
45,flubnurd2,986104541.0,9.0,3.0,f,-,-,-,10867.0,0.0,0.0,XX,XX
9,markh,986104541.0,9.0,1.0,Bf,-,-,-,2829,5.0,0.0,XX,XX
27,pokibot,986104541.0,9.0,5.0,f,-,-,-,16049,0.0,0.0,XX,XX
46,AJ-sOOted,986104633.0,9.0,6.0,c,c,c,c,878.0,60.0,135.0,9h,9c
25,CrazyJim,986104633.0,9.0,7.0,f,-,-,-,1945.0,0.0,0.0,XX,XX
30,RiverBoy,986104633.0,9.0,5.0,f,-,-,-,2682.0,0.0,0.0,XX,XX
36,RobVegas,986104633.0,9.0,8.0,f,-,-,-,2943.0,0.0,0.0,XX,XX
5,SexyBoy,986104633.0,9.0,3.0,c,b,b,b,1751.0,60.0,0.0,6h,8h
22,capgras,986104633.0,9.0,1.0,Bf,-,-,-,1512.0,5.0,0.0,XX,XX
46,flubnurd2,986104633.0,9.0,2.0,Bk,kf,-,-,10867.0,10.0,0.0,XX,XX
10,markh,986104633.0,9.0,9.0,f,-,-,-,2824,0.0,0.0,XX,XX
28,pokibot,986104633.0,9.0,4.0,f,-,-,-,16049,0.0,0.0,XX,XX
47,AJ-sOOted,986104674.0,9.0,5.0,c,b,br,b,953.0,100.0,225.0,3d,Td
26,CrazyJim,986104674.0,9.0,6.0,KQ,-,-,-,1945.0,0.0,0.0,XX,XX
31,RiverBoy,986104674.0,9.0,4.0,f,-,-,-,2682.0,0.0,0.0,XX,XX
37,RobVegas,986104674.0,9.0,7.0,c,c,rc,c,2943.0,100.0,0.0,9h,As
6,SexyBoy,986104674.0,9.0,2.0,BKQ,-,-,-,1691.0,10.0,0.0,XX,XX
23,capgras,986104674.0,9.0,9.0,c,f,-,-,1507.0,10.0,0.0,XX,XX
47,flubnurd2,986104674.0,9.0,1.0,Bf,-,-,-,10857.0,5.0,0.0,XX,XX
11,markh,986104674.0,9.0,8.0,f,-,-,-,2824,0.0,0.0,XX,XX
29,pokibot,986104674.0,9.0,3.0,f,-,-,-,16049,0.0,0.0,XX,XX
49,AJ-sOOted,986104839.0,9.0,3.0,c,kc,kc,k,908.0,50.0,0.0,Ts,Qh
1,CarolAnn,986104839.0,9.0,7.0,c,r,b,k,3474.0,50.0,165.0,Jd,Kd
33,RiverBoy,986104839.0,9.0,2.0,Bk,kf,-,-,3077.0,10.0,0.0,XX,XX
39,RobVegas,986104839.0,9.0,4.0,c,bc,kc,k,2843.0,50.0,0.0,9c,Jh
7,SexyBoy,986104839.0,9.0,9.0,f,-,-,-,1511.0,0.0,0.0,XX,XX
25,capgras,986104839.0,9.0,6.0,f,-,-,-,1467.0,0.0,0.0,XX,XX
49,flubnurd2,986104839.0,9.0,8.0,f,-,-,-,11212.0,0.0,0.0,XX,XX
13,markh,986104839.0,9.0,5.0,f,-,-,-,2824,0.0,0.0,XX,XX
31,pokibot,986104839.0,9.0,1.0,Bf,-,-,-,16019,5.0,0.0,XX,XX
50,AJ-sOOted,986104896.0,9.0,2.0,Bk,kf,-,-,858.0,10.0,0.0,XX,XX
2,CarolAnn,986104896.0,9.0,6.0,c,b,-,-,3589.0,20.0,35.0,XX,XX
34,RiverBoy,986104896.0,9.0,1.0,Bf,-,-,-,3057.0,5.0,0.0,XX,XX
40,RobVegas,986104896.0,9.0,3.0,f,-,-,-,2793.0,0.0,0.0,XX,XX
8,SexyBoy,986104896.0,9.0,8.0,f,-,-,-,1431.0,0.0,0.0,XX,XX
26,capgras,986104896.0,9.0,5.0,f,-,-,-,1467.0,0.0,0.0,XX,XX
50,flubnurd2,986104896.0,9.0,7.0,f,-,-,-,11212.0,0.0,0.0,XX,XX
14,markh,986104896.0,9.0,4.0,f,-,-,-,2824,0.0,0.0,XX,XX
32,pokibot,986104896.0,9.0,9.0,f,-,-,-,16014,0.0,0.0,XX,XX
51,AJ-sOOted,986104919.0,9.0,1.0,Bf,-,-,-,848.0,5.0,0.0,XX,XX
3,CarolAnn,986104919.0,9.0,5.0,c,k,k,k,3604.0,10.0,0.0,5d,Qd
35,RiverBoy,986104919.0,9.0,9.0,c,k,k,k,3052.0,10.0,0.0,8s,7s
41,RobVegas,986104919.0,9.0,2.0,Bk,k,k,k,2793.0,10.0,45.0,6c,Ks
9,SexyBoy,986104919.0,9.0,7.0,f,-,-,-,1431.0,0.0,0.0,XX,XX
27,capgras,986104919.0,9.0,4.0,f,-,-,-,1467.0,0.0,0.0,XX,XX
51,flubnurd2,986104919.0,9.0,6.0,f,-,-,-,11212.0,0.0,0.0,XX,XX
15,markh,986104919.0,9.0,3.0,f,-,-,-,2824,0.0,0.0,XX,XX
33,pokibot,986104919.0,9.0,8.0,c,k,k,k,16014,10.0,0.0,Ts,9c
52,AJ-sOOted,986104974.0,9.0,9.0,f,-,-,-,843.0,0.0,0.0,XX,XX
4,CarolAnn,986104974.0,9.0,4.0,f,-,-,-,3594.0,0.0,0.0,XX,XX
36,RiverBoy,986104974.0,9.0,8.0,f,-,-,-,3037.0,0.0,0.0,XX,XX
42,RobVegas,986104974.0,9.0,1.0,Bf,-,-,-,2828.0,5.0,0.0,XX,XX
10,SexyBoy,986104974.0,9.0,6.0,rc,r,b,b,1421.0,100.0,195.0,XX,XX
28,capgras,986104974.0,9.0,3.0,rr,bc,kc,kf,1467.0,80.0,0.0,XX,XX
52,flubnurd2,986104974.0,9.0,5.0,f,-,-,-,11212.0,0.0,0.0,XX,XX
16,markh,986104974.0,9.0,2.0,Bf,-,-,-,2824,10.0,0.0,XX,XX
34,pokibot,986104974.0,9.0,7.0,f,-,-,-,16004,0.0,0.0,XX,XX
53,AJ-sOOted,986105018.0,9.0,8.0,f,-,-,-,843.0,0.0,0.0,XX,XX
5,CarolAnn,986105018.0,9.0,3.0,f,-,-,-,3594.0,0.0,0.0,XX,XX
37,RiverBoy,986105018.0,9.0,7.0,c,c,r,k,3037.0,60.0,0.0,7c,6c
43,RobVegas,986105018.0,9.0,9.0,f,-,-,-,2823.0,0.0,0.0,XX,XX
11,SexyBoy,986105018.0,9.0,5.0,c,f,-,-,1516.0,10.0,0.0,XX,XX
29,capgras,986105018.0,9.0,2.0,Bk,b,bc,k,1387.0,60.0,135.0,6h,Ah
53,flubnurd2,986105018.0,9.0,4.0,f,-,-,-,11212.0,0.0,0.0,XX,XX
17,markh,986105018.0,9.0,1.0,Bf,-,-,-,2814,5.0,0.0,XX,XX
35,pokibot,986105018.0,9.0,6.0,f,-,-,-,16004,0.0,0.0,XX,XX
54,AJ-sOOted,986105050.0,9.0,7.0,rc,cc,k,f,843.0,50.0,0.0,XX,XX
6,CarolAnn,986105050.0,9.0,2.0,Bc,kf,-,-,3594.0,30.0,0.0,XX,XX
38,RiverBoy,986105050.0,9.0,6.0,f,-,-,-,2957.0,0.0,0.0,XX,XX
44,RobVegas,986105050.0,9.0,8.0,r,r,k,c,2823.0,70.0,225.0,Qh,Qs
12,SexyBoy,986105050.0,9.0,4.0,cc,bc,k,b,1446.0,70.0,0.0,2d,As
30,capgras,986105050.0,9.0,1.0,Bf,-,-,-,1462.0,5.0,0.0,XX,XX
54,flubnurd2,986105050.0,9.0,3.0,f,-,-,-,11212.0,0.0,0.0,XX,XX
18,markh,986105050.0,9.0,9.0,f,-,-,-,2809,0.0,0.0,XX,XX
36,pokibot,986105050.0,9.0,5.0,f,-,-,-,16004,0.0,0.0,XX,XX
55,AJ-sOOted,986105113.0,9.0,6.0,f,-,-,-,793.0,0.0,0.0,XX,XX
7,CarolAnn,986105113.0,9.0,1.0,Br,bc,kcc,kf,3564.0,150.0,0.0,XX,XX
39,RiverBoy,986105113.0,9.0,5.0,rc,rc,cc,rc,2957.0,210.0,840.0,Ac,Jc
45,RobVegas,986105113.0,9.0,7.0,rc,r,rc,cc,2978.0,210.0,0.0,Ks,Kh
13,SexyBoy,986105113.0,9.0,3.0,rc,f,-,-,1376.0,50.0,0.0,XX,XX
31,capgras,986105113.0,9.0,9.0,f,-,-,-,1457.0,0.0,0.0,XX,XX
55,flubnurd2,986105113.0,9.0,2.0,Bf,-,-,-,11212.0,10.0,0.0,XX,XX
19,markh,986105113.0,9.0,8.0,f,-,-,-,2809,0.0,0.0,XX,XX
37,pokibot,986105113.0,9.0,4.0,cc,rc,br,br,16004,210.0,0.0,Qh,Kd
56,AJ-sOOted,986105186.0,9.0,6.0,f,-,-,-,793.0,0.0,0.0,XX,XX
8,CarolAnn,986105186.0,9.0,4.0,Q,-,-,-,3414.0,0.0,0.0,XX,XX
40,RiverBoy,986105186.0,9.0,5.0,f,-,-,-,3587.0,0.0,0.0,XX,XX
46,RobVegas,986105186.0,9.0,7.0,c,b,b,b,2768.0,60.0,145.0,XX,XX
14,SexyBoy,986105186.0,9.0,2.0,Bk,kc,kc,kf,1326.0,40.0,0.0,XX,XX
32,capgras,986105186.0,9.0,9.0,c,c,c,f,1457.0,40.0,0.0,XX,XX
56,flubnurd2,986105186.0,9.0,1.0,Bf,-,-,-,11202.0,5.0,0.0,XX,XX
20,markh,986105186.0,9.0,8.0,f,-,-,-,2809,0.0,0.0,XX,XX
38,pokibot,986105186.0,9.0,3.0,f,-,-,-,15794,0.0,0.0,XX,XX
87,AJ-sOOted,986107918.0,9.0,6.0,r,c,kf,-,1065.0,40.0,0.0,XX,XX
6,Johnny,986107918.0,9.0,9.0,c,c,b,c,735.0,80.0,0.0,9s,2s
6,QueenB,986107918.0,9.0,8.0,c,c,kc,f,2004.0,60.0,0.0,XX,XX
110,RobVegas,986107918.0,9.0,5.0,cc,r,kc,c,3611.0,80.0,182.0,3h,Ah
46,SexyBoy,986107918.0,9.0,3.0,f,-,-,-,2268.0,0.0,0.0,XX,XX
3,link1,986107918.0,9.0,2.0,Bc,kf,-,-,1530.0,20.0,0.0,XX,XX
104,pokibot,986107918.0,9.0,7.0,f,-,-,-,15569.0,0.0,0.0,XX,XX
4,till,986107918.0,9.0,1.0,Bf,-,-,-,611.0,5.0,0.0,XX,XX
5,xtptxu,986107918.0,9.0,4.0,cc,bc,kc,b,955.0,80.0,183.0,6s,As
88,AJ-sOOted,986108000.0,9.0,5.0,f,-,-,-,1025.0,0.0,0.0,XX,XX
7,Johnny,986108000.0,9.0,8.0,c,b,k,c,655.0,40.0,0.0,8h,4d
7,QueenB,986108000.0,9.0,7.0,c,kf,-,-,1944.0,10.0,0.0,XX,XX
111,RobVegas,986108000.0,9.0,4.0,f,-,-,-,3713.0,0.0,0.0,XX,XX
47,SexyBoy,986108000.0,9.0,2.0,Bk,kc,k,b,2268.0,40.0,0.0,Jh,Kc
4,link1,986108000.0,9.0,1.0,Bc,kc,k,kf,1510.0,20.0,0.0,XX,XX
105,pokibot,986108000.0,9.0,6.0,f,-,-,-,15569.0,0.0,0.0,XX,XX
5,till,986108000.0,9.0,9.0,c,c,k,c,606.0,40.0,150.0,9h,Ad
6,xtptxu,986108000.0,9.0,3.0,f,-,-,-,1058.0,0.0,0.0,XX,XX
89,AJ-sOOted,986108058.0,9.0,4.0,c,krc,k,c,1025.0,60.0,230.0,9h,Jc
8,Johnny,986108058.0,9.0,7.0,c,kf,-,-,615.0,10.0,0.0,XX,XX
8,QueenB,986108058.0,9.0,6.0,c,kcf,Q,-,1934.0,30.0,0.0,XX,XX
112,RobVegas,986108058.0,9.0,3.0,c,kf,-,-,3713.0,10.0,0.0,XX,XX
48,SexyBoy,986108058.0,9.0,1.0,Bc,kf,-,-,2228.0,10.0,0.0,XX,XX
5,link1,986108058.0,9.0,9.0,c,bcc,k,f,1490.0,40.0,0.0,XX,XX
106,pokibot,986108058.0,9.0,5.0,f,-,-,-,15569.0,0.0,0.0,XX,XX
6,till,986108058.0,9.0,8.0,c,kfQ,-,-,716.0,10.0,0.0,XX,XX
7,xtptxu,986108058.0,9.0,2.0,Bk,kcr,k,b,1058.0,60.0,0.0,5d,Jd
52,Grizzler,986113296.0,9.0,4.0,f,-,-,-,2618.0,0.0,0.0,XX,XX
49,JP789,986113296.0,9.0,3.0,f,-,-,-,2195.0,0.0,0.0,XX,XX
120,Johnny,986113296.0,9.0,1.0,Bc,kf,-,-,640.0,10.0,0.0,XX,XX
12,Loki,986113296.0,9.0,7.0,f,-,-,-,16055.0,0.0,0.0,XX,XX
12,Moron,986113296.0,9.0,9.0,f,-,-,-,1863.0,0.0,0.0,XX,XX
16,TheBlind,986113296.0,9.0,5.0,c,b,-,-,1095.0,20.0,50.0,XX,XX
173,pokibot,986113296.0,9.0,6.0,f,-,-,-,14979.0,0.0,0.0,XX,XX
34,shrader,986113296.0,9.0,8.0,c,f,-,-,1801.0,10.0,0.0,XX,XX
20,skitch,986113296.0,9.0,2.0,Bk,kf,-,-,3699.0,10.0,0.0,XX,XX
53,Grizzler,986113335.0,9.0,3.0,f,-,-,-,2618.0,0.0,0.0,XX,XX
50,JP789,986113335.0,9.0,2.0,Bk,b,-,-,2195.0,20.0,35.0,XX,XX
121,Johnny,986113335.0,9.0,9.0,c,f,-,-,630.0,10.0,0.0,XX,XX
13,Loki,986113335.0,9.0,6.0,f,-,-,-,16055.0,0.0,0.0,XX,XX
13,Moron,986113335.0,9.0,8.0,f,-,-,-,1863.0,0.0,0.0,XX,XX
17,TheBlind,986113335.0,9.0,4.0,f,-,-,-,1125.0,0.0,0.0,XX,XX
174,pokibot,986113335.0,9.0,5.0,f,-,-,-,14979.0,0.0,0.0,XX,XX
35,shrader,986113335.0,9.0,7.0,f,-,-,-,1791.0,0.0,0.0,XX,XX
21,skitch,986113335.0,9.0,1.0,Bf,-,-,-,3689.0,5.0,0.0,XX,XX
54,Grizzler,986113349.0,9.0,2.0,Bk,kf,-,-,2618.0,10.0,0.0,XX,XX
51,JP789,986113349.0,9.0,1.0,Bf,-,-,-,2210.0,5.0,0.0,XX,XX
122,Johnny,986113349.0,9.0,8.0,c,c,rc,c,620.0,100.0,0.0,2c,8c
14,Loki,986113349.0,9.0,5.0,f,-,-,-,16055.0,0.0,0.0,XX,XX
14,Moron,986113349.0,9.0,7.0,f,-,-,-,1863.0,0.0,0.0,XX,XX
18,TheBlind,986113349.0,9.0,3.0,c,kf,-,-,1125.0,10.0,0.0,XX,XX
175,pokibot,986113349.0,9.0,4.0,c,b,br,b,14979.0,100.0,245.0,Ad,5d
36,shrader,986113349.0,9.0,6.0,c,c,f,-,1791.0,20.0,0.0,XX,XX
22,skitch,986113349.0,9.0,9.0,f,-,-,-,3684.0,0.0,0.0,XX,XX
55,Grizzler,986113401.0,9.0,1.0,Bc,kf,-,-,2608.0,20.0,0.0,XX,XX
52,JP789,986113401.0,9.0,9.0,c,f,-,-,2205.0,20.0,0.0,XX,XX
123,Johnny,986113401.0,9.0,7.0,c,c,c,r,520.0,90.0,0.0,3c,Td
15,Loki,986113401.0,9.0,4.0,f,-,-,-,16055.0,0.0,0.0,XX,XX
