,player,timestamp,play,pos,prflop,flop,turn,river,bankroll,action,winnings,c1,c2
53,SexyBoy,986108400.0,5.0,2.0,Bk,bc,bc,kr,2313.0,110.0,115.0,7d,6h
10,link1,986108400.0,5.0,1.0,Bc,kf,Q,-,1485.0,10.0,0.0,XX,XX
111,pokibot,986108400.0,5.0,4.0,f,-,-,-,15514.0,0.0,0.0,XX,XX
15,Johnny,986108536.0,5.0,3.0,c,b,-,-,400.0,20.0,45.0,XX,XX
119,RobVegas,986108536.0,5.0,1.0,Bf,-,-,-,3703.0,5.0,0.0,XX,XX
55,SexyBoy,986108536.0,5.0,4.0,f,-,-,-,2458.0,0.0,0.0,XX,XX
11,link1,986108536.0,5.0,5.0,c,f,-,-,1475.0,10.0,0.0,XX,XX
113,pokibot,986108536.0,5.0,2.0,Bk,kf,-,-,15514.0,10.0,0.0,XX,XX
16,Johnny,986108571.0,5.0,2.0,Bc,k,b,k,425.0,40.0,125.0,8c,9c
120,RobVegas,986108571.0,5.0,5.0,KQ,-,-,-,3698.0,0.0,0.0,XX,XX
56,SexyBoy,986108571.0,5.0,3.0,r,k,c,k,2458.0,40.0,0.0,Qd,9d
12,link1,986108571.0,5.0,4.0,c,k,c,k,1465.0,40.0,0.0,3d,Ac
114,pokibot,986108571.0,5.0,1.0,Bf,-,-,-,15504.0,5.0,0.0,XX,XX
25,Echo,986110978.0,5.0,5.0,c,rc,b,b,1215.0,80.0,180.0,Kh,Jh
0,Grizzler,986110978.0,5.0,3.0,f,-,-,-,2368.0,0.0,0.0,XX,XX
0,JP789,986110978.0,5.0,2.0,Bk,kf,-,-,2520.0,10.0,0.0,XX,XX
68,Johnny,986110978.0,5.0,4.0,c,br,kc,kc,1050.0,80.0,0.0,2h,4d
7,smeagn,986110978.0,5.0,1.0,Bc,kf,-,-,1472.0,10.0,0.0,XX,XX
26,Echo,986111025.0,5.0,4.0,ccc,f,-,-,1315.0,40.0,0.0,XX,XX
1,Grizzler,986111025.0,5.0,2.0,Bf,-,-,-,2368.0,10.0,0.0,XX,XX
1,JP789,986111025.0,5.0,1.0,Brc,bc,kc,kc,2510.0,100.0,0.0,Qd,Qh
69,Johnny,986111025.0,5.0,3.0,cf,-,-,-,970.0,10.0,0.0,XX,XX
8,smeagn,986111025.0,5.0,5.0,rr,r,b,b,1462.0,100.0,260.0,Jc,Js
27,Echo,986111062.0,5.0,3.0,f,-,-,-,1275.0,0.0,0.0,XX,XX
2,Grizzler,986111062.0,5.0,1.0,Bf,-,-,-,2358.0,5.0,0.0,XX,XX
2,JP789,986111062.0,5.0,5.0,c,b,b,-,2410.0,40.0,65.0,XX,XX
70,Johnny,986111062.0,5.0,2.0,Bk,kc,kf,-,960.0,20.0,0.0,XX,XX
9,smeagn,986111062.0,5.0,4.0,f,-,-,-,1622.0,0.0,0.0,XX,XX
28,Echo,986111103.0,5.0,2.0,Bf,-,-,-,1275.0,10.0,0.0,XX,XX
3,Grizzler,986111103.0,5.0,5.0,f,-,-,-,2353.0,0.0,0.0,XX,XX
3,JP789,986111103.0,5.0,4.0,r,f,-,-,2435.0,20.0,0.0,XX,XX
71,Johnny,986111103.0,5.0,1.0,Bc,b,b,b,940.0,70.0,170.0,Ah,Ts
10,smeagn,986111103.0,5.0,3.0,cc,c,c,c,1622.0,70.0,0.0,Kh,Qh
29,Echo,986111144.0,5.0,1.0,Bc,kc,kc,kc,1265.0,70.0,240.0,As,6c
4,Grizzler,986111144.0,5.0,4.0,r,kc,c,b,2353.0,70.0,0.0,3h,Ks
4,JP789,986111144.0,5.0,3.0,f,-,-,-,2415.0,0.0,0.0,XX,XX
72,Johnny,986111144.0,5.0,5.0,c,b,c,f,1040.0,50.0,0.0,XX,XX
11,smeagn,986111144.0,5.0,2.0,Bc,kc,b,kf,1552.0,50.0,0.0,XX,XX
30,Echo,986111195.0,5.0,5.0,f,-,-,-,1435.0,0.0,0.0,XX,XX
5,Grizzler,986111195.0,5.0,3.0,f,-,-,-,2283.0,0.0,0.0,XX,XX
5,JP789,986111195.0,5.0,2.0,Bk,kf,-,-,2415.0,10.0,0.0,XX,XX
73,Johnny,986111195.0,5.0,4.0,c,b,b,b,990.0,60.0,130.0,5s,7d
12,smeagn,986111195.0,5.0,1.0,Bc,kc,kc,kc,1502.0,60.0,0.0,Ac,Tc
31,Echo,986111241.0,5.0,4.0,c,f,-,-,1435.0,20.0,0.0,XX,XX
6,Grizzler,986111241.0,5.0,2.0,Bc,kc,kc,kc,2283.0,70.0,0.0,6s,Ad
6,JP789,986111241.0,5.0,1.0,Bf,-,-,-,2405.0,5.0,0.0,XX,XX
74,Johnny,986111241.0,5.0,3.0,r,b,b,b,1060.0,70.0,165.0,9s,4h
13,smeagn,986111241.0,5.0,5.0,f,-,-,-,1442.0,0.0,0.0,XX,XX
32,Echo,986111270.0,5.0,3.0,f,-,-,-,1415.0,0.0,0.0,XX,XX
7,Grizzler,986111270.0,5.0,1.0,Bcc,k,kf,-,2213.0,30.0,0.0,XX,XX
7,JP789,986111270.0,5.0,5.0,rc,k,f,-,2400.0,30.0,0.0,XX,XX
75,Johnny,986111270.0,5.0,2.0,Br,k,b,-,1155.0,50.0,110.0,XX,XX
14,smeagn,986111270.0,5.0,4.0,f,-,-,-,1442.0,0.0,0.0,XX,XX
33,Echo,986111303.0,5.0,2.0,Bf,-,-,-,1415.0,10.0,0.0,XX,XX
8,Grizzler,986111303.0,5.0,5.0,r,bc,k,k,2183.0,50.0,140.0,8h,8d
8,JP789,986111303.0,5.0,4.0,rc,kf,-,-,2370.0,30.0,0.0,XX,XX
76,Johnny,986111303.0,5.0,1.0,Bc,kr,k,k,1215.0,50.0,0.0,3d,Ts
15,smeagn,986111303.0,5.0,3.0,f,-,-,-,1442.0,0.0,0.0,XX,XX
34,Echo,986111346.0,5.0,1.0,Bc,kc,kc,kc,1405.0,60.0,130.0,3c,3h
9,Grizzler,986111346.0,5.0,4.0,f,-,-,-,2273.0,0.0,0.0,XX,XX
9,JP789,986111346.0,5.0,3.0,f,-,-,-,2340.0,0.0,0.0,XX,XX
77,Johnny,986111346.0,5.0,5.0,c,b,b,b,1165.0,60.0,0.0,3s,Kh
16,smeagn,986111346.0,5.0,2.0,Bk,kf,-,-,1442.0,10.0,0.0,XX,XX
26,Grizzler,986112129.0,5.0,5.0,cc,b,c,k,2153.0,50.0,0.0,7c,Ts
23,JP789,986112129.0,5.0,4.0,f,-,-,-,2340.0,0.0,0.0,XX,XX
94,Johnny,986112129.0,5.0,3.0,cc,kc,b,k,790.0,50.0,120.0,Ad,5d
147,pokibot,986112129.0,5.0,1.0,Br,kf,-,-,15024.0,20.0,0.0,XX,XX
8,shrader,986112129.0,5.0,2.0,f,-,-,-,1641.0,0.0,0.0,XX,XX
27,Grizzler,986112165.0,5.0,5.0,cc,f,-,-,2103.0,20.0,0.0,XX,XX
24,JP789,986112165.0,5.0,4.0,cc,f,-,-,2340.0,20.0,0.0,XX,XX
95,Johnny,986112165.0,5.0,3.0,cc,c,f,-,860.0,30.0,0.0,XX,XX
148,pokibot,986112165.0,5.0,1.0,Br,b,b,-,15004.0,50.0,130.0,XX,XX
9,shrader,986112165.0,5.0,2.0,Bf,-,-,-,1641.0,10.0,0.0,XX,XX
28,Grizzler,986112194.0,5.0,4.0,f,-,-,-,2083.0,0.0,0.0,XX,XX
25,JP789,986112194.0,5.0,3.0,f,-,-,-,2320.0,0.0,0.0,XX,XX
96,Johnny,986112194.0,5.0,2.0,B,-,-,-,830.0,10.0,15.0,XX,XX
149,pokibot,986112194.0,5.0,5.0,f,-,-,-,15084.0,0.0,0.0,XX,XX
10,shrader,986112194.0,5.0,1.0,Bf,-,-,-,1631.0,5.0,0.0,XX,XX
29,Grizzler,986112203.0,5.0,3.0,r,r,-,-,2083.0,40.0,75.0,XX,XX
26,JP789,986112203.0,5.0,2.0,Bc,bf,-,-,2320.0,30.0,0.0,XX,XX
97,Johnny,986112203.0,5.0,1.0,Bf,-,-,-,835.0,5.0,0.0,XX,XX
150,pokibot,986112203.0,5.0,4.0,f,-,-,-,15084.0,0.0,0.0,XX,XX
11,shrader,986112203.0,5.0,5.0,f,-,-,-,1626.0,0.0,0.0,XX,XX
30,Grizzler,986112228.0,5.0,2.0,Bk,k,k,k,2118.0,10.0,0.0,3s,7s
27,JP789,986112228.0,5.0,1.0,Bf,-,-,-,2290.0,5.0,0.0,XX,XX
98,Johnny,986112228.0,5.0,5.0,c,k,k,k,830.0,10.0,25.0,2h,Tc
151,pokibot,986112228.0,5.0,3.0,f,-,-,-,15084.0,0.0,0.0,XX,XX
12,shrader,986112228.0,5.0,4.0,f,-,-,-,1626.0,0.0,0.0,XX,XX
31,Grizzler,986112249.0,5.0,1.0,Bf,-,-,-,2108.0,5.0,0.0,XX,XX
28,JP789,986112249.0,5.0,5.0,f,-,-,-,2285.0,0.0,0.0,XX,XX
99,Johnny,986112249.0,5.0,4.0,c,c,c,c,845.0,60.0,0.0,Kh,8h
152,pokibot,986112249.0,5.0,2.0,Bk,b,b,b,15084.0,60.0,125.0,As,7c
13,shrader,986112249.0,5.0,3.0,f,-,-,-,1626.0,0.0,0.0,XX,XX
39,Fish_man,986115954.0,5.0,4.0,r,br,br,c,1079.0,130.0,270.0,3d,Ac
120,JP789,986115954.0,5.0,5.0,f,-,-,-,2863.0,0.0,0.0,XX,XX
18,gothnight,986115954.0,5.0,1.0,Bc,krc,krc,b,1848.0,130.0,0.0,Kc,9h
244,pokibot,986115954.0,5.0,2.0,Bf,-,-,-,14591.0,10.0,0.0,XX,XX
90,skitch,986115954.0,5.0,3.0,f,-,-,-,3869.0,0.0,0.0,XX,XX
40,Fish_man,986116010.0,5.0,3.0,c,b,-,-,1219.0,20.0,35.0,XX,XX
121,JP789,986116010.0,5.0,5.0,f,-,-,-,2863.0,0.0,0.0,XX,XX
19,gothnight,986116010.0,5.0,4.0,Q,-,-,-,1718.0,0.0,0.0,XX,XX
245,pokibot,986116010.0,5.0,1.0,Bf,-,-,-,14581.0,5.0,0.0,XX,XX
91,skitch,986116010.0,5.0,2.0,Bk,kf,-,-,3869.0,10.0,0.0,XX,XX
51,Fish_man,986116255.0,5.0,4.0,r,b,-,-,1039.0,30.0,55.0,XX,XX
0,Hunter,986116255.0,5.0,5.0,f,-,-,-,1595.0,0.0,0.0,XX,XX
132,JP789,986116255.0,5.0,1.0,Bf,-,-,-,2843.0,5.0,0.0,XX,XX
256,pokibot,986116255.0,5.0,2.0,Bc,kf,-,-,14766.0,20.0,0.0,XX,XX
102,skitch,986116255.0,5.0,3.0,f,-,-,-,3884.0,0.0,0.0,XX,XX
112,Fish_man,986119075.0,5.0,5.0,r,r,b,b,570.0,80.0,180.0,7c,7s
159,Grizzler,986119075.0,5.0,1.0,Bc,kf,-,-,2385.0,20.0,0.0,XX,XX
24,jd,986119075.0,5.0,2.0,Bc,bc,kc,kc,2749.0,80.0,0.0,8d,Kh
35,nyaji,986119075.0,5.0,4.0,f,Q,-,-,3021.0,0.0,0.0,XX,XX
318,pokibot,986119075.0,5.0,3.0,f,-,-,-,14581.0,0.0,0.0,XX,XX
120,Fish_man,986119203.0,5.0,5.0,r,b,b,brc,535.0,130.0,0.0,Ah,Ac
167,Grizzler,986119203.0,5.0,1.0,Bf,-,-,-,2445.0,5.0,0.0,XX,XX
32,jd,986119203.0,5.0,2.0,Bc,kf,-,-,2794.0,20.0,0.0,XX,XX
326,pokibot,986119203.0,5.0,3.0,f,-,-,-,14511.0,0.0,0.0,XX,XX
121,Fish_man,986119232.0,5.0,4.0,r,rc,f,-,405.0,50.0,0.0,XX,XX
168,Grizzler,986119232.0,5.0,5.0,c,cc,c,c,2440.0,90.0,0.0,7h,Kh
33,jd,986119232.0,5.0,1.0,Bf,-,-,-,2774.0,5.0,0.0,XX,XX
327,pokibot,986119232.0,5.0,2.0,Bc,br,b,b,14511.0,90.0,235.0,Th,Kc
4,ArmyNoVA,986119415.0,5.0,5.0,f,-,-,-,1455.0,0.0,0.0,XX,XX
173,Grizzler,986119415.0,5.0,1.0,Bf,-,-,-,2395.0,5.0,0.0,XX,XX
38,jd,986119415.0,5.0,2.0,Bk,k,b,k,3029.0,30.0,0.0,Qh,9d
332,pokibot,986119415.0,5.0,3.0,f,-,-,-,14651.0,0.0,0.0,XX,XX
191,Grizzler,986120143.0,5.0,2.0,Bk,kf,-,-,2655.0,10.0,0.0,XX,XX
17,SirPlus,986120143.0,5.0,1.0,Bc,kc,kf,-,1680.0,20.0,0.0,XX,XX
56,jd,986120143.0,5.0,3.0,c,b,b,k,3069.0,40.0,0.0,7h,Qd
350,pokibot,986120143.0,5.0,4.0,f,-,-,-,14406.0,0.0,0.0,XX,XX
200,Grizzler,986120481.0,5.0,4.0,f,-,-,-,2510.0,0.0,0.0,XX,XX
29,Toddler,986120481.0,5.0,3.0,r,br,b,b,2965.0,90.0,205.0,Jd,Jc
65,jd,986120481.0,5.0,5.0,c,rc,c,c,2929.0,90.0,0.0,Ts,As
359,pokibot,986120481.0,5.0,1.0,Bf,-,-,-,14656.0,5.0,0.0,XX,XX
201,Grizzler,986120519.0,5.0,3.0,f,-,-,-,2510.0,0.0,0.0,XX,XX
30,Toddler,986120519.0,5.0,2.0,Bf,-,-,-,3080.0,10.0,0.0,XX,XX
66,jd,986120519.0,5.0,4.0,cc,k,b,-,2839.0,40.0,90.0,XX,XX
360,pokibot,986120519.0,5.0,5.0,r,k,f,-,14651.0,20.0,0.0,XX,XX
202,Grizzler,986120547.0,5.0,2.0,Bk,kc,b,b,2510.0,60.0,190.0,Qh,Jh
31,Toddler,986120547.0,5.0,1.0,Bc,kf,-,-,3070.0,10.0,0.0,XX,XX
67,jd,986120547.0,5.0,3.0,c,kc,c,c,2889.0,60.0,0.0,6d,Ac
361,pokibot,986120547.0,5.0,4.0,f,-,-,-,14631.0,0.0,0.0,XX,XX
203,Grizzler,986120576.0,5.0,1.0,Bf,-,-,-,2640.0,5.0,0.0,XX,XX
32,Toddler,986120576.0,5.0,5.0,f,-,-,Q,3060.0,0.0,0.0,XX,XX
68,jd,986120576.0,5.0,2.0,Bk,k,b,kf,2829.0,30.0,0.0,XX,XX
362,pokibot,986120576.0,5.0,3.0,f,-,-,-,14631.0,0.0,0.0,XX,XX
2,BennyBoy,986134016.0,5.0,1.0,Bc,kc,k,kf,940.0,20.0,0.0,XX,XX
9,Larrikin,986134016.0,5.0,4.0,f,-,-,-,1650.0,0.0,0.0,XX,XX
9,OpusX,986134016.0,5.0,5.0,c,c,k,f,1025.0,20.0,0.0,XX,XX
0,westimle,986134016.0,5.0,2.0,Bk,b,k,kQ,5024.0,20.0,0.0,XX,XX
9,wstsider,986134016.0,5.0,3.0,c,c,k,b,6735.0,40.0,100,XX,XX
5,BennyBoy,986134180.0,5.0,3.0,cc,c,rr,r,1010.0,150.0,0.0,2h,Ts
12,Larrikin,986134180.0,5.0,1.0,Bc,b,brc,bc,1635.0,150.0,330.0,Kc,7s
12,OpusX,986134180.0,5.0,2.0,Bf,-,-,-,955.0,10.0,0.0,XX,XX
389,pokibot,986134180.0,5.0,4.0,r,f,-,-,14556.0,20.0,0.0,XX,XX
12,wstsider,986134180.0,5.0,5.0,f,-,-,-,6770.0,0.0,0,XX,XX
14,BennyBoy,986134761.0,5.0,5.0,cr,rr,rr,c,1240.0,170.0,0.0,4c,9d
21,OpusX,986134761.0,5.0,4.0,ccc,cf,-,-,810.0,40.0,0.0,XX,XX
8,cheesey,986134761.0,5.0,2.0,Bcc,fQ,-,-,1235.0,30.0,0.0,XX,XX
398,pokibot,986134761.0,5.0,1.0,Brc,brc,brc,b,14381.0,170.0,410.0,Ac,7c
21,wstsider,986134761.0,5.0,3.0,f,-,-,-,6910.0,0.0,0,XX,XX
15,BennyBoy,986134877.0,5.0,4.0,c,k,k,k,1070.0,10.0,0.0,3s,4d
0,JHFC,986134877.0,5.0,2.0,c,k,k,k,4645.0,10.0,0.0,As,8c
22,OpusX,986134877.0,5.0,3.0,f,-,-,-,770.0,0.0,0.0,XX,XX
399,pokibot,986134877.0,5.0,5.0,c,k,k,k,14621.0,10.0,0.0,3d,Kd
22,wstsider,986134877.0,5.0,1.0,Bk,k,k,k,6910.0,10.0,40,Jd,8d
16,BennyBoy,986134932.0,5.0,4.0,cc,rr,brc,kc,1060.0,160.0,0.0,7d,6d
1,JHFC,986134932.0,5.0,2.0,Bc,bcf,-,-,4635.0,50.0,0.0,XX,XX
23,OpusX,986134932.0,5.0,3.0,cc,f,-,-,770.0,20.0,0.0,XX,XX
400,pokibot,986134932.0,5.0,5.0,r,rc,rr,b,14611.0,160.0,395.0,Ts,Th
23,wstsider,986134932.0,5.0,1.0,Bf,-,-,-,6940.0,5.0,0,XX,XX
17,BennyBoy,986135016.0,5.0,3.0,c,f,-,-,900.0,10.0,0.0,XX,XX
2,JHFC,986135016.0,5.0,1.0,Bc,b,-,-,4585.0,20.0,50.0,XX,XX
24,OpusX,986135016.0,5.0,2.0,Bk,f,-,-,750.0,10.0,0.0,XX,XX
401,pokibot,986135016.0,5.0,4.0,f,-,-,-,14846.0,0.0,0.0,XX,XX
24,wstsider,986135016.0,5.0,5.0,c,f,-,-,6935.0,10.0,0,XX,XX
18,BennyBoy,986135036.0,5.0,2.0,Brc,kc,k,bc,890.0,90.0,0.0,7s,Ac
3,JHFC,986135036.0,5.0,5.0,rr,b,k,r,4615.0,90.0,225.0,Ah,9s
25,OpusX,986135036.0,5.0,1.0,Bf,-,-,-,740.0,5.0,0.0,XX,XX
402,pokibot,986135036.0,5.0,3.0,f,-,-,-,14846.0,0.0,0.0,XX,XX
25,wstsider,986135036.0,5.0,4.0,ccc,kf,-,-,6925.0,40.0,0,XX,XX
19,BennyBoy,986135089.0,5.0,1.0,Bcc,k,b,br,800.0,100.0,0.0,Ad,4s
4,JHFC,986135089.0,5.0,4.0,fQ,-,-,-,4750.0,0.0,0.0,XX,XX
26,OpusX,986135089.0,5.0,5.0,cc,k,c,rc,735.0,100.0,240.0,Jh,6h
403,pokibot,986135089.0,5.0,2.0,Br,k,f,-,14846.0,20.0,0.0,XX,XX
26,wstsider,986135089.0,5.0,3.0,cc,k,f,-,6885.0,20.0,0,XX,XX
39,BennyBoy,986135804.0,5.0,1.0,Bcc,kf,-,-,665.0,20.0,0.0,XX,XX
46,OpusX,986135804.0,5.0,5.0,cc,f,-,-,810.0,20.0,0.0,XX,XX
0,elkan,986135804.0,5.0,4.0,cc,f,-,-,772.0,20.0,0.0,XX,XX
423,pokibot,986135804.0,5.0,2.0,Br,b,-,-,14891.0,30.0,90.0,XX,XX
46,wstsider,986135804.0,5.0,3.0,f,-,-,-,6900.0,0.0,0,XX,XX
40,BennyBoy,986135845.0,5.0,5.0,f,-,-,-,645.0,0.0,0.0,XX,XX
47,OpusX,986135845.0,5.0,4.0,f,-,-,-,790.0,0.0,0.0,XX,XX
1,elkan,986135845.0,5.0,3.0,f,-,-,-,752.0,0.0,0.0,XX,XX
424,pokibot,986135845.0,5.0,1.0,Bc,k,k,k,14951.0,10.0,0.0,As,2h
47,wstsider,986135845.0,5.0,2.0,Bk,k,k,k,6900.0,10.0,20,9d,4s
41,BennyBoy,986135871.0,5.0,4.0,cc,cc,k,f,645.0,40.0,0.0,XX,XX
48,OpusX,986135871.0,5.0,3.0,f,-,-,-,790.0,0.0,0.0,XX,XX
2,elkan,986135871.0,5.0,2.0,Br,bc,k,c,752.0,60.0,0.0,3h,Ah
425,pokibot,986135871.0,5.0,5.0,f,-,-,-,14941.0,0.0,0.0,XX,XX
48,wstsider,986135871.0,5.0,1.0,Bcc,kr,k,b,6910.0,60.0,160,Ac,Js
32,Kroner,986139169.0,5.0,5.0,c,f,-,-,1177.0,10.0,0.0,XX,XX
22,LfromHell,986139169.0,5.0,3.0,f,-,-,-,1185.0,0.0,0.0,XX,XX
72,link1,986139169.0,5.0,2.0,Bk,b,-,-,1795.0,20.0,50.0,XX,XX
459,pokibot,986139169.0,5.0,4.0,c,f,-,-,14651.0,10.0,0.0,XX,XX
6,puggy,986139169.0,5.0,1.0,Bc,kf,-,-,1785.0,10.0,0.0,XX,XX
33,Kroner,986139192.0,5.0,4.0,c,f,-,-,1167.0,20.0,0.0,XX,XX
23,LfromHell,986139192.0,5.0,2.0,Bc,kf,-,-,1185.0,20.0,0.0,XX,XX
73,link1,986139192.0,5.0,1.0,Bf,Q,-,-,1825.0,5.0,0.0,XX,XX
460,pokibot,986139192.0,5.0,3.0,r,b,-,-,14641.0,30.0,75.0,XX,XX
7,puggy,986139192.0,5.0,5.0,f,-,-,-,1775.0,0.0,0.0,XX,XX
67,Amazing,986141384.0,5.0,1.0,Br,b,b,k,1025.0,50.0,100.0,Qh,As
20,Bug,986141384.0,5.0,2.0,Bc,c,c,k,4140.0,50.0,0.0,8d,7d
8,Houtex,986141384.0,5.0,3.0,f,-,-,-,2374.0,0.0,0.0,XX,XX
473,pokibot,986141384.0,5.0,4.0,f,-,-,-,14636.0,0.0,0.0,XX,XX
96,smeagn,986141384.0,5.0,5.0,f,Q,-,-,1557.0,0.0,0.0,XX,XX
68,Amazing,986141403.0,5.0,5.0,f,-,-,-,1075.0,0.0,0.0,XX,XX
21,Bug,986141403.0,5.0,1.0,Bf,-,-,-,4090.0,5.0,0.0,XX,XX
9,Houtex,986141403.0,5.0,2.0,Bk,b,-,-,2374.0,20.0,35.0,XX,XX
0,JADC,986141403.0,5.0,4.0,c,f,-,-,1000.0,10.0,0.0,XX,XX
474,pokibot,986141403.0,5.0,3.0,f,-,-,-,14636.0,0.0,0.0,XX,XX
69,Amazing,986141418.0,5.0,4.0,rc,kc,kf,-,1075.0,40.0,0.0,XX,XX
22,Bug,986141418.0,5.0,5.0,r,b,b,-,4085.0,60.0,145.0,XX,XX
10,Houtex,986141418.0,5.0,1.0,Bf,-,-,-,2389.0,5.0,0.0,XX,XX
1,JADC,986141418.0,5.0,3.0,cc,kf,-,-,990.0,30.0,0.0,XX,XX
475,pokibot,986141418.0,5.0,2.0,Bf,-,-,-,14636.0,10.0,0.0,XX,XX
70,Amazing,986141440.0,5.0,3.0,f,-,-,-,1035.0,0.0,0.0,XX,XX
23,Bug,986141440.0,5.0,4.0,cc,c,c,k,4170.0,50.0,150.0,5d,Ad
11,Houtex,986141440.0,5.0,5.0,f,-,-,-,2384.0,0.0,0.0,XX,XX
2,JADC,986141440.0,5.0,2.0,Bc,c,c,k,960.0,50.0,0.0,Ks,2h
